Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches
Marco Asensio\Marco-Asensio,es ESP,FWMF,Real Madrid,es La Liga,24,1996,20.8,71,3.42,46,10,6,4,3,2,8,0.39,5,1,1,1,0,0,Matches
Kristoffer Askildsen\Kristoffer-Askildsen,no NOR,MF,Sampdoria,it Serie A,19,2001,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Iago Aspas\Iago-Aspas,es ESP,FW,Celta Vigo,es La Liga,32,1987,31.8,115,3.61,91,3,12,6,3,0,26,0.82,19,1,4,1,1,0,Matches
Roger Assalé\Roger-Assale,ci CIV,FWMF,Dijon,fr Ligue 1,26,1993,9.2,11,1.20,6,0,1,1,2,1,4,0.43,2,0,0,1,1,0,Matches
Miguel Atienza\Miguel-Atienza,es ESP,MF,Eibar,es La Liga,21,1999,9.3,7,0.75,5,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
Youcef Attal\Youcef-Attal,dz ALG,DFMF,Nice,fr Ligue 1,24,1996,10.6,20,1.88,12,1,5,0,2,0,1,0.09,0,0,1,0,0,0,Matches
Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,eng Premier League,31,1989,25.9,45,1.74,36,0,4,2,3,0,7,0.27,6,0,1,0,0,0,Matches
Emil Audero\Emil-Audero,it ITA,GK,Sampdoria,it Serie A,23,1997,37.0,5,0.14,3,2,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
Tommaso Augello\Tommaso-Augello,it ITA,DF,Sampdoria,it Serie A,25,1994,35.7,49,1.37,44,2,2,1,0,0,4,0.11,4,0,0,0,0,0,Matches
Jean-Kévin Augustin\Jean-Kevin-Augustin,fr FRA,FW,Nantes,fr Ligue 1,23,1997,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Ludwig Augustinsson\Ludwig-Augustinsson,se SWE,DF,Werder Bremen,de Bundesliga,26,1994,21.7,63,2.90,32,26,0,3,1,1,6,0.28,2,4,0,0,0,0,Matches
Serge Aurier\Serge-Aurier,ci CIV,DF,Tottenham,eng Premier League,27,1992,17.8,34,1.91,23,0,4,3,1,3,4,0.22,3,0,1,0,0,0,Matches
Charlie Austin\Charlie-Austin,eng ENG,FW,West Brom,eng Premier League,31,1989,1.5,1,0.65,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Ezequiel Ávila\Ezequiel-Avila,ar ARG,MFFW,Osasuna,es La Liga,26,1994,2.2,3,1.34,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Taiwo Awoniyi\Taiwo-Awoniyi,ng NGA,FW,Union Berlin,de Bundesliga,22,1997,15.1,33,2.19,24,0,3,2,3,1,6,0.40,3,0,1,0,2,0,Matches
Mehmet-Can Aydin\Mehmet-Can-Aydin,de GER,DF,Schalke 04,de Bundesliga,18,2002,5.6,4,0.72,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jordan Ayew\Jordan-Ayew,gh GHA,FWMF,Crystal Palace,eng Premier League,28,1991,23.3,33,1.42,23,0,2,2,5,1,7,0.30,5,0,0,1,1,0,Matches
Kaan Ayhan\Kaan-Ayhan,tr TUR,DF,Sassuolo,it Serie A,25,1994,8.8,3,0.34,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Luke Ayling\Luke-Ayling,eng ENG,DF,Leeds United,eng Premier League,28,1991,37.8,49,1.30,38,2,3,2,3,1,4,0.11,4,0,0,0,0,0,Matches
Ramon Azeez\Ramon-Azeez,ng NGA,MFDF,Granada,es La Liga,27,1992,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,eng Premier League,30,1989,24.3,42,1.73,40,1,0,0,0,1,4,0.16,4,0,0,0,0,0,Matches
Ludovic Baal\Ludovic-Baal,gf GUF,DF,Brest,fr Ligue 1,34,1986,3.3,7,2.13,5,1,0,0,0,1,1,0.30,1,0,0,0,0,0,Matches
Carlos Bacca\Carlos-Bacca,co COL,FW,Villarreal,es La Liga,33,1986,8.7,13,1.49,9,0,3,1,0,0,2,0.23,1,0,1,0,0,0,Matches
Loïc Bade\Loic-Bade,fr FRA,DF,Lens,fr Ligue 1,20,2000,29.0,19,0.66,16,0,2,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Milan Badelj\Milan-Badelj,hr CRO,MF,Genoa,it Serie A,31,1989,26.8,53,1.98,46,1,0,0,3,3,6,0.22,5,0,0,0,1,0,Matches
Édgar Badía\Edgar-Badia,es ESP,GK,Elche,es La Liga,28,1992,30.0,2,0.07,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Alex Baena\Alex-Baena,es ESP,MF,Villarreal,es La Liga,19,2001,1.5,3,1.97,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Miguel Baeza\Miguel-Baeza,es ESP,MFFW,Celta Vigo,es La Liga,20,2000,6.0,14,2.32,8,2,0,2,1,1,0,0.00,0,0,0,0,0,0,Matches
Stéphane Bahoken\Stephane-Bahoken,cm CMR,FW,Angers,fr Ligue 1,28,1992,18.0,26,1.45,16,0,4,2,2,2,5,0.28,4,0,1,0,0,0,Matches
Leon Bailey\Leon-Bailey,jm JAM,FWMF,Leverkusen,de Bundesliga,22,1997,23.8,98,4.12,56,15,10,7,9,1,14,0.59,7,4,1,1,0,1,Matches
Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,eng Premier League,26,1994,10.2,3,0.29,3,0,0,0,0,0,1,0.10,1,0,0,0,0,0,Matches
Stefan Bajic\Stefan-Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,18,2001,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Tiemoué Bakayoko\Tiemoue-Bakayoko,fr FRA,MF,Napoli,it Serie A,25,1994,21.8,35,1.60,28,0,1,2,3,1,2,0.09,1,0,0,0,1,0,Matches
Mitchel Bakker\Mitchel-Bakker,nl NED,DF,Paris S-G,fr Ligue 1,20,2000,18.8,33,1.75,32,1,0,0,0,0,3,0.16,2,1,0,0,0,0,Matches
Ridle Baku\Ridle-Baku,de GER,FWDF,Wolfsburg,de Bundesliga,22,1998,29.8,85,2.86,69,1,4,3,5,3,16,0.54,14,0,1,0,0,1,Matches
Ridle Baku\Ridle-Baku,de GER,DF,Mainz 05,de Bundesliga,22,1998,2.0,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Dilane Bakwa\Dilane-Bakwa,fr FRA,FWMF,Bordeaux,fr Ligue 1,17,2002,0.6,5,8.04,2,0,0,1,2,0,1,1.61,0,0,0,1,0,0,Matches
Fabián Balbuena\Fabian-Balbuena,py PAR,DF,West Ham,eng Premier League,28,1991,13.3,2,0.15,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Keita Baldé\Keita-Balde,sn SEN,FW,Sampdoria,it Serie A,25,1995,13.3,44,3.31,23,0,5,7,7,2,5,0.38,2,0,0,1,2,0,Matches
George Baldock\George-Baldock,eng ENG,DF,Sheffield Utd,eng Premier League,27,1993,31.0,32,1.03,27,0,1,3,0,1,2,0.06,1,0,0,1,0,0,Matches
Gareth Bale\Gareth-Bale,wal WAL,FW,Tottenham,eng Premier League,31,1989,10.2,45,4.40,24,7,8,3,2,1,5,0.49,2,1,0,2,0,0,Matches
Mikel Balenziaga\Mikel-Balenziaga,es ESP,DF,Athletic Club,es La Liga,32,1988,18.8,13,0.69,10,1,0,0,1,1,2,0.11,2,0,0,0,0,0,Matches
Leonardo Balerdi\Leonardo-Balerdi,ar ARG,DF,Marseille,fr Ligue 1,21,1999,18.2,7,0.39,4,1,0,0,0,2,0,0.00,0,0,0,0,0,0,Matches
Fodé Ballo-Touré\Fode-Ballo-Toure,sn SEN,DF,Monaco,fr Ligue 1,23,1997,7.4,13,1.77,12,0,0,0,1,0,4,0.54,3,0,0,0,1,0,Matches
Botond Balogh\Botond-Balogh,hu HUN,DF,Parma,it Serie A,18,2002,1.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Abdoulaye Bamba\Abdoulaye-Bamba,ci CIV,DF,Angers,fr Ligue 1,30,1990,15.0,21,1.40,18,1,1,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Jonathan Bamba\Jonathan-Bamba,fr FRA,MF,Lille,fr Ligue 1,24,1996,33.2,120,3.62,77,22,7,4,8,2,16,0.48,11,2,1,1,1,0,Matches
Robson Bambu\Robson-Bambu,br BRA,DF,Nice,fr Ligue 1,22,1997,11.6,2,0.17,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Patrick Bamford\Patrick-Bamford,eng ENG,FW,Leeds United,eng Premier League,26,1993,33.9,60,1.77,41,0,5,6,6,2,17,0.50,9,0,2,2,4,0,Matches
Mattia Bani\Mattia-Bani,it ITA,DF,Genoa,it Serie A,26,1993,10.2,3,0.29,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Mattia Bani\Mattia-Bani,it ITA,DF,Parma,it Serie A,26,1993,12.7,5,0.39,4,0,0,1,0,0,1,0.08,0,0,0,1,0,0,Matches
Simon Banza\Simon-Banza,fr FRA,FW,Lens,fr Ligue 1,23,1996,15.2,29,1.90,20,0,1,4,3,1,5,0.33,4,0,0,0,1,0,Matches
Antonín Barák\Antonin-Barak,cz CZE,MFFW,Hellas Verona,it Serie A,25,1994,30.7,55,1.79,47,0,4,1,2,1,7,0.23,6,0,1,0,0,0,Matches
Federico Barba\Federico-Barba,it ITA,DF,Benevento,it Serie A,26,1993,29.5,25,0.85,24,0,0,1,0,0,2,0.07,2,0,0,0,0,0,Matches
Danilo Barbosa\Danilo-Barbosa,br BRA,DF,Nice,fr Ligue 1,24,1996,2.8,2,0.72,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Barcia\Barcia,es ESP,DF,Granada,es La Liga,19,2000,1.0,1,1.00,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Melvin Bard\Melvin-Bard,fr FRA,DF,Lyon,fr Ligue 1,19,2000,4.8,9,1.87,8,0,0,0,1,0,1,0.21,0,0,0,0,1,0,Matches
Enis Bardhi\Enis-Bardhi,mk MKD,MF,Levante,es La Liga,25,1995,18.7,51,2.73,37,7,5,1,1,0,6,0.32,5,1,0,0,0,0,Matches
Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,eng Premier League,35,1985,3.0,3,0.99,1,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Nicolò Barella\Nicolo-Barella,it ITA,MF,Inter,it Serie A,23,1997,32.2,93,2.89,83,1,3,3,2,1,12,0.37,11,0,0,1,0,0,Matches
Philipp Bargfrede\Philipp-Bargfrede,de GER,MF,Werder Bremen,de Bundesliga,31,1989,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Kike Barja\Kike-Barja,es ESP,MFFW,Osasuna,es La Liga,23,1997,15.9,34,2.14,25,1,4,3,1,0,4,0.25,3,0,0,0,1,0,Matches
Ross Barkley\Ross-Barkley,eng ENG,MF,Aston Villa,eng Premier League,26,1993,17.0,75,4.41,43,20,9,1,2,0,5,0.29,3,1,0,0,1,0,Matches
Ross Barkley\Ross-Barkley,eng ENG,MF,Chelsea,eng Premier League,26,1993,0.5,3,6.43,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Aymen Barkok\Aymen-Barkok,ma MAR,FWMF,Eint Frankfurt,de Bundesliga,22,1998,10.9,39,3.59,26,8,2,0,2,1,6,0.55,4,1,1,0,0,0,Matches
Ashley Barnes\Ashley-Barnes,eng ENG,FW,Burnley,eng Premier League,30,1989,14.8,36,2.43,25,0,0,5,4,2,2,0.14,0,0,0,1,1,0,Matches
Harvey Barnes\Harvey-Barnes,eng ENG,FWMF,Leicester City,eng Premier League,22,1997,21.6,68,3.15,44,0,8,7,8,1,8,0.37,5,0,2,0,1,0,Matches
Marc Baró\Marc-Baro,es ESP,DF,Cádiz,es La Liga,20,1999,1.0,3,3.00,0,2,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Antonio Barragán\Antonio-Barragan,es ESP,DF,Elche,es La Liga,33,1987,24.8,21,0.85,15,2,1,1,2,0,6,0.24,3,1,1,0,1,0,Matches
Antonio Barreca\Antonio-Barreca,it ITA,DF,Fiorentina,it Serie A,25,1995,0.9,1,1.06,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Leandro Barreiro Martins\Leandro-Barreiro-Martins,lu LUX,MF,Mainz 05,de Bundesliga,20,2000,25.6,31,1.21,25,1,2,0,3,0,2,0.08,2,0,0,0,0,0,Matches
Ander Barrenetxea\Ander-Barrenetxea,es ESP,MFFW,Real Sociedad,es La Liga,18,2001,14.5,31,2.13,25,0,2,2,1,1,4,0.28,4,0,0,0,0,0,Matches
Jacob Barrett Laursen\Jacob-Barrett-Laursen,dk DEN,DF,Arminia,de Bundesliga,25,1994,12.3,7,0.57,7,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches
Musa Barrow\Musa-Barrow,gm GAM,FWMF,Bologna,it Serie A,21,1998,32.5,106,3.27,74,13,8,9,2,0,11,0.34,8,2,0,1,0,0,Matches
Kyle Bartley\Kyle-Bartley,eng ENG,DF,West Brom,eng Premier League,29,1991,28.7,9,0.31,7,0,0,2,0,0,1,0.03,1,0,0,0,0,0,Matches
Paolo Bartolomei\Paolo-Bartolomei,it ITA,MF,Spezia,it Serie A,30,1989,3.6,7,1.97,6,1,0,0,0,0,2,0.56,2,0,0,0,0,0,Matches
Marc Bartra\Marc-Bartra,es ESP,DF,Betis,es La Liga,29,1991,18.8,7,0.37,6,0,0,0,0,1,1,0.05,1,0,0,0,0,0,Matches
Daniele Baselli\Daniele-Baselli,it ITA,MF,Torino,it Serie A,28,1992,4.4,13,2.95,8,4,0,0,0,1,1,0.23,1,0,0,0,0,0,Matches
Chris Basham\Chris-Basham,eng ENG,DFMF,Sheffield Utd,eng Premier League,32,1988,28.6,22,0.77,18,0,2,0,2,0,1,0.03,1,0,0,0,0,0,Matches
Toma Bašić\Toma-Basic,hr CRO,MF,Bordeaux,fr Ligue 1,23,1996,28.9,52,1.80,28,8,4,2,5,5,3,0.10,0,1,2,0,0,0,Matches
Álvaro Bastida\Alvaro-Bastida,es ESP,MF,Cádiz,es La Liga,16,2004,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Alessandro Bastoni\Alessandro-Bastoni,it ITA,DF,Inter,it Serie A,21,1999,32.5,31,0.95,26,0,0,2,2,1,4,0.12,4,0,0,0,0,0,Matches
Simone Bastoni\Simone-Bastoni,it ITA,DF,Spezia,it Serie A,23,1996,16.9,46,2.72,28,12,5,1,0,0,8,0.47,4,3,1,0,0,0,Matches
Bastos\Bastos,ao ANG,DF,Lazio,it Serie A,29,1991,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Crystal Palace,eng Premier League,26,1993,8.1,20,2.47,13,1,4,0,2,0,2,0.25,1,0,0,0,1,0,Matches
Rodrigo Battaglia\Rodrigo-Battaglia,ar ARG,MF,Alavés,es La Liga,29,1991,27.7,18,0.65,10,0,0,4,2,2,1,0.04,1,0,0,0,0,0,Matches
Cristian Battocchio\Cristian-Battocchio,it ITA,MFFW,Brest,fr Ligue 1,28,1992,3.9,13,3.30,9,3,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Oliver Baumann\Oliver-Baumann,de GER,GK,Hoffenheim,de Bundesliga,30,1990,31.0,2,0.06,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Julian Baumgartlinger\Julian-Baumgartlinger,at AUT,MF,Leverkusen,de Bundesliga,32,1988,11.9,23,1.93,18,0,0,1,4,0,2,0.17,1,0,0,1,0,0,Matches
Christoph Baumgartner\Christoph-Baumgartner,at AUT,MFFW,Hoffenheim,de Bundesliga,20,1999,26.3,79,3.00,51,2,3,5,14,4,11,0.42,7,0,1,0,3,0,Matches
Jon Bautista\Jon-Bautista,es ESP,FWMF,Real Sociedad,es La Liga,25,1995,4.1,9,2.19,7,0,0,2,0,0,1,0.24,1,0,0,0,0,0,Matches
Paul Baysse\Paul-Baysse,fr FRA,DF,Bordeaux,fr Ligue 1,32,1988,29.0,15,0.52,12,1,0,1,0,1,3,0.10,3,0,0,0,0,0,Matches
Noah Joel Sarenren Bazee\Noah-Joel-Sarenren-Bazee,ng NGA,FWMF,Augsburg,de Bundesliga,23,1996,0.4,1,2.50,1,0,0,0,0,0,1,2.50,1,0,0,0,0,0,Matches
Ihlas Bebou\Ihlas-Bebou,tg TOG,FW,Hoffenheim,de Bundesliga,26,1994,24.4,71,2.90,56,0,8,3,3,1,14,0.57,8,0,3,2,1,0,Matches
Rodrigo Becão\Rodrigo-Becao,br BRA,DF,Udinese,it Serie A,24,1996,30.9,19,0.62,15,0,0,1,1,2,0,0.00,0,0,0,0,0,0,Matches
Sheraldo Becker\Sheraldo-Becker,sr SUR,FWMF,Union Berlin,de Bundesliga,25,1995,12.3,37,3.01,28,0,3,3,3,0,9,0.73,7,0,1,0,1,0,Matches
Timo Becker\Timo-Becker,de GER,DF,Schalke 04,de Bundesliga,23,1997,18.2,9,0.49,6,1,0,0,2,0,3,0.16,2,1,0,0,0,0,Matches
Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,eng Premier League,24,1996,34.4,14,0.41,12,1,0,1,0,0,2,0.06,2,0,0,0,0,0,Matches
Donny van de Beek\Donny-van-de-Beek,nl NED,MFFW,Manchester Utd,eng Premier League,23,1997,5.8,12,2.06,10,0,1,0,1,0,2,0.34,1,0,0,0,1,0,Matches
Valon Behrami\Valon-Behrami,ch SUI,MF,Genoa,it Serie A,35,1985,9.9,7,0.71,6,0,0,0,1,0,1,0.10,0,0,0,0,1,0,Matches
Brian Behrendt\Brian-Behrendt,de GER,DF,Arminia,de Bundesliga,28,1991,0.9,2,2.28,0,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Maximilian Beier\Maximilian-Beier,de GER,FW,Hoffenheim,de Bundesliga,17,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Ishak Belfodil\Ishak-Belfodil,dz ALG,FW,Hoffenheim,de Bundesliga,28,1992,6.6,19,2.87,14,0,0,2,3,0,1,0.15,1,0,0,0,0,0,Matches
Erwan Belhadji\Erwan-Belhadji,fr FRA,MF,Dijon,fr Ligue 1,19,2001,0.3,1,3.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Haris Belkebla\Haris-Belkebla,dz ALG,MF,Brest,fr Ligue 1,26,1994,30.3,34,1.12,28,1,2,1,2,0,2,0.07,1,0,0,0,1,0,Matches
Stefan Bell\Stefan-Bell,de GER,DF,Mainz 05,de Bundesliga,28,1991,14.1,6,0.43,4,1,0,0,0,1,2,0.14,1,1,0,0,0,0,Matches
Karim Bellarabi\Karim-Bellarabi,de GER,FWMF,Leverkusen,de Bundesliga,30,1990,8.9,30,3.38,20,0,8,2,0,0,1,0.11,0,0,0,1,0,0,Matches
Jean-Ricner Bellegarde\Jean-Ricner-Bellegarde,fr FRA,MFFW,Strasbourg,fr Ligue 1,22,1998,23.2,44,1.90,23,3,6,4,5,3,8,0.35,4,0,0,1,3,0,Matches
Héctor Bellerín\Hector-Bellerin,es ESP,DF,Arsenal,eng Premier League,25,1995,23.2,41,1.77,37,1,0,2,1,0,7,0.30,6,0,0,0,1,0,Matches
Jude Bellingham\Jude-Bellingham,eng ENG,MF,Dortmund,de Bundesliga,17,2003,18.9,41,2.17,34,0,1,1,3,2,7,0.37,7,0,0,0,0,0,Matches
Andrea Belotti\Andrea-Belotti,it ITA,FW,Torino,it Serie A,26,1993,32.1,111,3.46,52,1,13,11,28,6,17,0.53,6,0,1,3,6,1,Matches
Fran Beltrán\Fran-Beltran,es ESP,MF,Celta Vigo,es La Liga,21,1999,15.5,23,1.48,19,1,2,1,0,0,1,0.06,1,0,0,0,0,0,Matches
Sami Ben Amar\Sami-Ben-Amar,ma MAR,MF,Nîmes,fr Ligue 1,22,1998,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Hatem Ben Arfa\Hatem-Ben-Arfa,fr FRA,MFFW,Bordeaux,fr Ligue 1,33,1987,18.9,68,3.59,31,17,12,4,3,1,8,0.42,2,3,2,0,1,0,Matches
Salim Ben Seghir\Salim-Ben-Seghir,fr FRA,DF,Nice,fr Ligue 1,17,2003,0.1,1,12.86,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Wissam Ben Yedder\Wissam-Ben-Yedder,fr FRA,FW,Monaco,fr Ligue 1,29,1990,29.0,83,2.87,60,0,8,8,6,1,15,0.52,11,0,0,3,1,0,Matches
Ahmad Benali\Ahmad-Benali,ly LBY,MF,Crotone,it Serie A,28,1992,13.5,29,2.15,22,4,2,0,1,0,1,0.07,1,0,0,0,0,0,Matches
Samy Benchama\Samy-Benchama,fr FRA,MFDF,Montpellier,fr Ligue 1,20,2000,0.5,1,2.14,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Lars Bender\Lars-Bender,de GER,DF,Leverkusen,de Bundesliga,31,1989,10.4,17,1.63,16,0,1,0,0,0,3,0.29,3,0,0,0,0,0,Matches
Sven Bender\Sven-Bender,de GER,DF,Leverkusen,de Bundesliga,31,1989,13.0,12,0.92,11,0,0,1,0,0,2,0.15,2,0,0,0,0,0,Matches
Darío Benedetto\Dario-Benedetto,ar ARG,FW,Marseille,fr Ligue 1,30,1990,17.5,30,1.71,19,0,3,2,3,3,8,0.46,6,0,0,0,1,1,Matches
László Bénes\Laszlo-Benes,sk SVK,MFFW,Augsburg,de Bundesliga,22,1997,7.3,23,3.14,10,7,1,1,4,0,1,0.14,0,1,0,0,0,0,Matches
László Bénes\Laszlo-Benes,sk SVK,MF,M'Gladbach,de Bundesliga,22,1997,1.7,6,3.60,1,4,0,0,1,0,2,1.20,0,1,0,0,1,0,Matches
Walter Benítez\Walter-Benitez,ar ARG,GK,Nice,fr Ligue 1,27,1993,38.0,4,0.11,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Loris Benito\Loris-Benito,ch SUI,DF,Bordeaux,fr Ligue 1,28,1992,29.5,31,1.05,23,7,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Sergio Benito\Sergio-Benito,es ESP,FW,Valladolid,es La Liga,21,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Bilal Benkhedim\Bilal-Benkhedim,fr FRA,FW,Saint-Étienne,fr Ligue 1,19,2001,0.8,1,1.23,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Djamel Benlamri\Djamel-Benlamri,dz ALG,DF,Lyon,fr Ligue 1,30,1989,1.7,2,1.21,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Ismaël Bennacer\Ismael-Bennacer,dz ALG,MF,Milan,it Serie A,22,1997,14.7,26,1.76,17,2,1,2,3,1,6,0.41,5,0,0,0,1,0,Matches
Saïd Benrahma\Said-Benrahma,dz ALG,FWMF,West Ham,eng Premier League,24,1995,15.5,55,3.56,49,0,3,1,1,1,9,0.58,9,0,0,0,0,0,Matches
Yassine Benrahou\Yassine-Benrahou,fr FRA,MF,Nîmes,fr Ligue 1,21,1999,13.8,49,3.56,23,17,2,0,6,1,2,0.15,1,0,0,0,1,0,Matches
Ramy Bensebaini\Ramy-Bensebaini,dz ALG,DF,M'Gladbach,de Bundesliga,25,1995,20.1,20,0.99,15,0,2,1,1,1,4,0.20,1,0,1,1,1,0,Matches
Josh Benson\Josh-Benson,eng ENG,MF,Burnley,eng Premier League,20,1999,2.9,1,0.34,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Nabil Bentaleb\Nabil-Bentaleb,dz ALG,MF,Schalke 04,de Bundesliga,25,1994,6.1,4,0.66,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rodrigo Bentancur\Rodrigo-Bentancur,uy URU,MF,Juventus,it Serie A,23,1997,25.8,66,2.56,50,9,0,1,1,5,13,0.50,11,0,0,0,0,2,Matches
Christian Benteke\Christian-Benteke,be BEL,FW,Crystal Palace,eng Premier League,29,1990,20.2,38,1.88,29,0,3,2,2,2,5,0.25,2,0,1,0,1,1,Matches
Karim Benzema\Karim-Benzema,fr FRA,FW,Real Madrid,es La Liga,32,1987,32.2,100,3.11,77,0,10,10,2,1,18,0.56,15,0,2,1,0,0,Matches
Yassine Benzia\Yassine-Benzia,dz ALG,MFFW,Dijon,fr Ligue 1,25,1994,4.5,14,3.10,10,3,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Alessandro Berardi\Alessandro-Berardi,it ITA,GK,Hellas Verona,it Serie A,29,1991,0.3,1,3.21,0,1,0,0,0,0,1,3.21,0,1,0,0,0,0,Matches
Domenico Berardi\Domenico-Berardi,it ITA,FWMF,Sassuolo,it Serie A,25,1994,27.5,129,4.69,85,14,8,10,7,5,17,0.62,10,2,0,3,1,1,Matches
Gaetano Berardi\Gaetano-Berardi,ch SUI,DF,Leeds United,eng Premier League,31,1988,1.3,1,0.80,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Yuri Berchiche\Yuri-Berchiche,es ESP,DF,Athletic Club,es La Liga,30,1990,18.7,42,2.25,35,1,2,0,3,1,6,0.32,5,0,0,0,1,0,Matches
Álex Berenguer\Alex-Berenguer,es ESP,MF,Torino,it Serie A,25,1995,1.5,2,1.37,1,0,1,0,0,0,1,0.69,1,0,0,0,0,0,Matches
Álex Berenguer\Alex-Berenguer,es ESP,MFFW,Athletic Club,es La Liga,25,1995,25.3,80,3.16,53,14,5,1,5,2,13,0.51,8,1,1,0,1,2,Matches
Bartosz Bereszyński\Bartosz-Bereszynski,pl POL,DF,Sampdoria,it Serie A,28,1992,29.0,24,0.83,20,1,2,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Jóhann Berg Guðmundsson\Johann-Berg-Gudmundsson,is ISL,MF,Burnley,eng Premier League,29,1990,15.1,27,1.78,22,1,0,1,2,1,0,0.00,0,0,0,0,0,0,Matches
Sander Berge\Sander-Berge,no NOR,MF,Sheffield Utd,eng Premier League,22,1998,12.4,24,1.93,20,0,2,1,0,1,1,0.08,0,0,0,1,0,0,Matches
Steven Bergwijn\Steven-Bergwijn,nl NED,FWMF,Tottenham,eng Premier League,22,1997,13.4,33,2.46,24,1,0,2,5,1,6,0.45,3,0,0,1,1,1,Matches
Valon Berisha\Valon-Berisha,xk KVX,MF,Reims,fr Ligue 1,27,1993,18.3,51,2.79,44,7,0,0,0,0,6,0.33,4,2,0,0,0,0,Matches
Bernard\Bernard,br BRA,MFFW,Everton,eng Premier League,27,1992,5.1,17,3.36,15,0,1,0,1,0,1,0.20,1,0,0,0,0,0,Matches
Federico Bernardeschi\Federico-Bernardeschi,it ITA,DFMF,Juventus,it Serie A,26,1994,10.8,40,3.70,21,14,2,0,3,0,5,0.46,5,0,0,0,0,0,Matches
Bernardo\Bernardo,br BRA,DFMF,Brighton,eng Premier League,25,1995,2.3,4,1.75,2,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
