Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
El Bilal Touré\El-Bilal-Toure,ml MLI,FWMF,Reims,fr Ligue 1,18,2001,13.8,4,20,9,45.0,1.45,0.65,0.20,0.44,10.8,0,0,0,2.4,2.4,0.12,1.6,1.6
Cristiano Biraghi\Cristiano-Biraghi,it ITA,DF,Fiorentina,it Serie A,27,1992,31.1,1,25,6,24.0,0.80,0.19,0.04,0.17,20.1,7,0,0,2.0,2.0,0.08,-1.0,-1.0
Davide Biraschi\Davide-Biraschi,it ITA,DF,Genoa,it Serie A,26,1994,10.2,0,2,0,0.0,0.20,0.00,0.00,,23.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Yves Bissouma\Yves-Bissouma,ml MLI,MF,Brighton,eng Premier League,23,1996,34.6,1,42,3,7.1,1.22,0.09,0.02,0.33,25.3,2,0,0,1.2,1.2,0.03,-0.2,-0.2
Leonardo Bittencourt\Leonardo-Bittencourt,de GER,MFFW,Werder Bremen,de Bundesliga,26,1993,16.8,4,42,10,23.8,2.50,0.59,0.07,0.30,20.8,7,1,1,4.4,3.7,0.09,-0.4,-0.7
Blanco\Blanco,es ESP,MFDF,Real Madrid,es La Liga,20,2000,2.4,0,2,0,0.0,0.82,0.00,0.00,,29.0,0,0,0,0.0,0.0,0.02,0.0,0.0
Alejandro Blanco\Alejandro-Blanco,es ESP,MF,Valencia,es La Liga,21,1998,6.4,1,7,2,28.6,1.09,0.31,0.14,0.50,15.6,0,0,0,0.8,0.8,0.11,0.2,0.2
Rubén Blanco\Ruben-Blanco,es ESP,GK,Celta Vigo,es La Liga,25,1995,18.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Ludovic Blas\Ludovic-Blas,fr FRA,MFFW,Nantes,fr Ligue 1,22,1997,31.0,10,72,24,33.3,2.33,0.78,0.14,0.42,19.0,0,0,0,6.6,6.6,0.09,3.4,3.4
Alejandro Blesa\Alejandro-Blesa,es ESP,MF,Levante,es La Liga,18,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jérôme Boateng\Jerome-Boateng,de GER,DF,Bayern Munich,de Bundesliga,31,1988,26.3,1,8,3,37.5,0.30,0.11,0.13,0.33,18.2,0,0,0,0.3,0.3,0.04,0.7,0.7
Antonin Bobichon\Antonin-Bobichon,fr FRA,MFFW,Angers,fr Ligue 1,24,1995,10.1,0,22,3,13.6,2.17,0.30,0.00,0.00,22.8,3,0,0,1.1,1.1,0.05,-1.1,-1.1
Yann Bodiger\Yann-Bodiger,fr FRA,MF,Cádiz,es La Liga,25,1995,2.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Jean-Paul Boëtius\Jean-Paul-Boetius,nl NED,MFFW,Mainz 05,de Bundesliga,26,1994,22.9,2,29,9,31.0,1.26,0.39,0.07,0.22,19.3,0,0,0,2.8,2.8,0.10,-0.8,-0.8
Sacha Boey\Sacha-Boey,fr FRA,DF,Dijon,fr Ligue 1,19,2000,20.7,0,10,1,10.0,0.48,0.05,0.00,0.00,23.9,0,0,0,0.3,0.3,0.03,-0.3,-0.3
Sacha Boey\Sacha-Boey,fr FRA,DF,Rennes,fr Ligue 1,19,2000,1.4,0,1,0,0.0,0.73,0.00,0.00,,14.2,0,0,0,0.1,0.1,0.12,-0.1,-0.1
Jeremie Boga\Jeremie-Boga,ci CIV,FWMF,Sassuolo,it Serie A,23,1997,19.8,4,33,15,45.5,1.66,0.76,0.12,0.27,15.4,0,0,0,3.6,3.6,0.11,0.4,0.4
Melayro Bogarde\Melayro-Bogarde,nl NED,DFMF,Hoffenheim,de Bundesliga,18,2002,3.1,0,4,2,50.0,1.30,0.65,0.00,0.00,21.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Jayden Bogle\Jayden-Bogle,eng ENG,DF,Sheffield Utd,eng Premier League,20,2000,12.3,2,17,7,41.2,1.38,0.57,0.12,0.29,12.3,0,0,0,1.8,1.8,0.10,0.2,0.2
Quentin Boisgard\Quentin-Boisgard,fr FRA,MFFW,Lorient,fr Ligue 1,23,1997,14.6,2,24,7,29.2,1.64,0.48,0.08,0.29,21.1,3,0,0,1.9,1.9,0.08,0.1,0.1
Willy Boly\Willy-Boly,ci CIV,DF,Wolves,eng Premier League,29,1991,20.9,1,14,3,21.4,0.67,0.14,0.07,0.33,12.1,0,0,0,1.1,1.1,0.08,-0.1,-0.1
Giacomo Bonaventura\Giacomo-Bonaventura,it ITA,MF,Fiorentina,it Serie A,30,1989,25.1,3,43,11,25.6,1.72,0.44,0.07,0.27,19.6,1,0,0,2.8,2.8,0.06,0.2,0.2
Federico Bonazzoli\Federico-Bonazzoli,it ITA,FW,Torino,it Serie A,23,1997,6.3,2,21,6,28.6,3.35,0.96,0.10,0.33,16.7,0,0,0,1.6,1.6,0.07,0.4,0.4
Federico Bonazzoli\Federico-Bonazzoli,it ITA,FW,Sampdoria,it Serie A,23,1997,1.5,0,4,0,0.0,2.75,0.00,0.00,,21.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2
Kevin Bonifazi\Kevin-Bonifazi,it ITA,DF,Udinese,it Serie A,24,1996,27.4,0,17,0,0.0,0.62,0.00,0.00,,13.8,0,0,0,1.4,1.4,0.08,-1.4,-1.4
