Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,Corner_In,Corner_Out,Corner_Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Name_no_spec_chars
Marcos Acuña,ARG,DF,Sevilla,La Liga,28.0,1991.0,25.9,1771.0,1491.0,280.0,44.0,2.0,177.0,67.0,81,24.0,3.0,17.0,1.0,1047.0,297.0,427.0,1293.0,212.0,39.0,212.0,2.0,1426.0,3.0,30.0,36.0,48.0,Marcos Acuna
Che Adams,SCO,FW,Southampton,Premier League,24.0,1996.0,29.6,633.0,621.0,12.0,1.0,8.0,176.0,14.0,13,0.0,0.0,0.0,0.0,398.0,125.0,110.0,39.0,500.0,36.0,0.0,24.0,443.0,6.0,9.0,28.0,33.0,Che Adams
Tyler Adams,USA,DFMF,RB Leipzig,Bundesliga,21.0,1999.0,20.6,1375.0,1274.0,101.0,23.0,0.0,184.0,9.0,12,0.0,0.0,0.0,0.0,1025.0,176.0,174.0,153.0,1057.0,57.0,78.0,8.0,1184.0,1.0,7.0,33.0,28.0,Tyler Adams
Sargis Adamyan,ARM,FWMF,Hoffenheim,Bundesliga,27.0,1993.0,5.3,167.0,162.0,5.0,1.0,0.0,38.0,3.0,6,0.0,0.0,0.0,0.0,103.0,34.0,30.0,22.0,118.0,14.0,3.0,4.0,120.0,1.0,6.0,6.0,13.0,Sargis Adamyan
Tosin Adarabioyo,ENG,DF,Fulham,Premier League,22.0,1997.0,32.8,1824.0,1775.0,49.0,42.0,2.0,175.0,49.0,3,0.0,0.0,0.0,0.0,1409.0,128.0,287.0,248.0,1442.0,81.0,7.0,3.0,1594.0,3.0,32.0,21.0,16.0,Tosin Adarabioyo
Bobby Adekanye,NED,FWMF,Cádiz,La Liga,21.0,1999.0,0.4,10.0,10.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,7.0,1.0,2.0,9.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,Bobby Adekanye
Yacine Adli,FRA,MF,Bordeaux,Ligue 1,20.0,2000.0,26.9,1629.0,1569.0,60.0,38.0,10.0,259.0,71.0,30,18.0,7.0,5.0,3.0,1262.0,158.0,209.0,135.0,1435.0,31.0,4.0,5.0,1346.0,6.0,27.0,43.0,36.0,Yacine Adli
Andrea Adorante,ITA,FW,Parma,Serie A,20.0,2000.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Andrea Adorante
Adrián,ESP,GK,Liverpool,Premier League,33.0,1987.0,3.0,99.0,70.0,29.0,7.0,0.0,9.0,1.0,0,0.0,0.0,0.0,0.0,57.0,9.0,33.0,12.0,66.0,0.0,0.0,20.0,76.0,1.0,2.0,0.0,0.0,Adrian
Martin Agirregabiria,ESP,DFMF,Alavés,La Liga,24.0,1996.0,17.3,727.0,546.0,181.0,18.0,1.0,81.0,18.0,22,1.0,0.0,0.0,0.0,353.0,158.0,216.0,62.0,444.0,44.0,162.0,1.0,520.0,5.0,22.0,27.0,19.0,Martin Agirregabiria
Lucien Agoume,FRA,MF,Spezia,Serie A,18.0,2002.0,8.9,494.0,480.0,14.0,13.0,1.0,75.0,19.0,0,0.0,0.0,0.0,0.0,376.0,43.0,75.0,77.0,384.0,21.0,1.0,3.0,443.0,3.0,5.0,8.0,1.0,Lucien Agoume
Felix Agu,GER,DF,Werder Bremen,Bundesliga,20.0,1999.0,7.8,289.0,223.0,66.0,1.0,0.0,46.0,5.0,10,0.0,0.0,0.0,0.0,167.0,58.0,64.0,47.0,159.0,14.0,65.0,0.0,210.0,0.0,5.0,16.0,11.0,Felix Agu
Kevin Agudelo,COL,FW,Spezia,Serie A,21.0,1998.0,15.1,320.0,304.0,16.0,0.0,0.0,100.0,9.0,10,2.0,0.0,0.0,0.0,222.0,60.0,38.0,252.0,40.0,10.0,2.0,2.0,232.0,1.0,11.0,7.0,19.0,Kevin Agudelo
Nayef Aguerd,MAR,DF,Rennes,Ligue 1,24.0,1996.0,35.0,2658.0,2586.0,72.0,71.0,1.0,168.0,71.0,1,0.0,0.0,0.0,0.0,2258.0,146.0,254.0,2264.0,266.0,69.0,1.0,5.0,2430.0,1.0,22.0,15.0,9.0,Nayef Aguerd
Sergio Agüero,ARG,FWMF,Manchester City,Premier League,32.0,1988.0,6.2,170.0,160.0,10.0,0.0,0.0,29.0,1.0,2,0.0,0.0,0.0,0.0,144.0,18.0,8.0,14.0,150.0,2.0,1.0,2.0,143.0,0.0,0.0,4.0,8.0,Sergio Aguero
Ruben Aguilar,FRA,DFFW,Monaco,Ligue 1,27.0,1993.0,24.7,1599.0,1374.0,225.0,32.0,2.0,133.0,51.0,100,22.0,8.0,10.0,2.0,1023.0,246.0,330.0,33.0,1304.0,54.0,171.0,5.0,1317.0,5.0,16.0,24.0,31.0,Ruben Aguilar
Naouirou Ahamada,FRA,MF,Stuttgart,Bundesliga,18.0,2002.0,2.8,120.0,118.0,2.0,2.0,0.0,30.0,1.0,1,0.0,0.0,0.0,0.0,104.0,7.0,9.0,12.0,103.0,4.0,0.0,0.0,108.0,0.0,0.0,1.0,4.0,Naouirou Ahamada
Matteo Ahlinvi,BEN,MF,Nîmes,Ligue 1,21.0,1999.0,10.0,336.0,328.0,8.0,8.0,0.0,39.0,9.0,4,0.0,0.0,0.0,0.0,277.0,25.0,34.0,261.0,56.0,13.0,0.0,2.0,266.0,1.0,16.0,8.0,12.0,Matteo Ahlinvi
Cheikh Ahmadou Dieng,SEN,FW,Marseille,Ligue 1,20.0,2000.0,1.4,20.0,17.0,3.0,0.0,0.0,4.0,0.0,1,0.0,0.0,0.0,0.0,11.0,7.0,2.0,3.0,12.0,2.0,1.0,1.0,15.0,0.0,1.0,0.0,0.0,Cheikh Ahmadou Dieng
Jean-Eudes Aholou,CIV,MF,Strasbourg,Ligue 1,26.0,1994.0,23.8,839.0,826.0,13.0,10.0,0.0,127.0,16.0,5,1.0,1.0,0.0,0.0,635.0,93.0,111.0,642.0,129.0,37.0,2.0,3.0,706.0,2.0,17.0,17.0,14.0,Jean Eudes Aholou
Jean-Eudes Aholou,CIV,MF,Monaco,Ligue 1,26.0,1994.0,0.4,10.0,10.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,7.0,3.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,Jean Eudes Aholou
Joseph Aidoo,GHA,DF,Celta Vigo,La Liga,24.0,1995.0,14.3,627.0,610.0,17.0,16.0,2.0,95.0,9.0,1,0.0,0.0,0.0,0.0,464.0,59.0,104.0,100.0,467.0,35.0,1.0,4.0,518.0,5.0,18.0,10.0,12.0,Joseph Aidoo
Ola Aina,NGA,DF,Fulham,Premier League,23.0,1996.0,29.6,1711.0,1428.0,283.0,33.0,0.0,121.0,38.0,42,0.0,0.0,0.0,0.0,1007.0,270.0,434.0,292.0,1068.0,84.0,250.0,4.0,1329.0,1.0,24.0,43.0,45.0,Ola Aina
Rayan Aït Nouri,FRA,DF,Wolves,Premier League,19.0,2001.0,15.6,785.0,651.0,134.0,7.0,0.0,78.0,12.0,30,7.0,1.0,3.0,3.0,516.0,164.0,105.0,569.0,67.0,20.0,120.0,2.0,657.0,1.0,5.0,10.0,33.0,Rayan Ait Nouri
Rayan Aït Nouri,FRA,DF,Angers,Ligue 1,19.0,2001.0,2.1,149.0,129.0,20.0,0.0,0.0,11.0,2.0,4,0.0,0.0,0.0,0.0,116.0,15.0,18.0,117.0,8.0,2.0,20.0,0.0,136.0,0.0,0.0,1.0,1.0,Rayan Ait Nouri
Semi Ajayi,NGA,DF,West Brom,Premier League,26.0,1993.0,30.9,948.0,888.0,60.0,11.0,1.0,121.0,29.0,6,0.0,0.0,0.0,0.0,573.0,111.0,264.0,49.0,728.0,71.0,49.0,3.0,705.0,7.0,28.0,29.0,12.0,Semi Ajayi
Ludovic Ajorque,REU,FW,Strasbourg,Ligue 1,26.0,1994.0,33.0,907.0,852.0,55.0,0.0,2.0,294.0,44.0,33,0.0,0.0,0.0,0.0,448.0,264.0,195.0,482.0,172.0,89.0,7.0,20.0,645.0,1.0,27.0,21.0,42.0,Ludovic Ajorque
Manuel Akanji,SUI,DF,Dortmund,Bundesliga,25.0,1995.0,26.1,2097.0,2036.0,61.0,48.0,1.0,167.0,71.0,0,0.0,0.0,0.0,0.0,1811.0,125.0,161.0,486.0,1498.0,74.0,13.0,3.0,1949.0,5.0,18.0,23.0,13.0,Manuel Akanji
Carlos Akapo,EQG,DF,Cádiz,La Liga,27.0,1993.0,9.6,349.0,239.0,110.0,9.0,0.0,49.0,8.0,16,0.0,0.0,0.0,0.0,142.0,98.0,109.0,18.0,194.0,25.0,101.0,1.0,233.0,2.0,14.0,13.0,10.0,Carlos Akapo
Marley Aké,FRA,FW,Marseille,Ligue 1,19.0,2001.0,1.6,35.0,33.0,2.0,0.0,0.0,11.0,0.0,1,0.0,0.0,0.0,0.0,21.0,6.0,8.0,3.0,24.0,3.0,0.0,1.0,28.0,1.0,2.0,2.0,1.0,Marley Ake
Nathan Aké,NED,DF,Manchester City,Premier League,25.0,1995.0,8.9,755.0,730.0,25.0,13.0,0.0,44.0,10.0,0,0.0,0.0,0.0,0.0,659.0,32.0,64.0,583.0,116.0,21.0,11.0,3.0,702.0,0.0,3.0,7.0,7.0,Nathan Ake
Paul Akouokou,CIV,MF,Betis,La Liga,22.0,1997.0,4.2,183.0,182.0,1.0,1.0,0.0,20.0,3.0,2,0.0,0.0,0.0,0.0,150.0,16.0,17.0,21.0,151.0,5.0,0.0,1.0,168.0,0.0,1.0,3.0,0.0,Paul Akouokou
Jean-Daniel Akpa-Akpro,CIV,MF,Lazio,Serie A,27.0,1992.0,11.7,354.0,336.0,18.0,4.0,2.0,55.0,6.0,1,0.0,0.0,0.0,0.0,255.0,63.0,36.0,59.0,263.0,12.0,12.0,3.0,288.0,1.0,9.0,9.0,14.0,Jean Daniel Akpa Akpro
Kevin Akpoguma,NGA,DF,Hoffenheim,Bundesliga,25.0,1995.0,13.2,737.0,676.0,61.0,29.0,0.0,81.0,13.0,7,2.0,1.0,0.0,0.0,559.0,55.0,123.0,98.0,574.0,25.0,30.0,0.0,606.0,1.0,23.0,6.0,10.0,Kevin Akpoguma
David Alaba,AUT,DFMF,Bayern Munich,Bundesliga,28.0,1992.0,29.7,2251.0,2158.0,93.0,50.0,5.0,195.0,45.0,29,1.0,0.0,1.0,0.0,1720.0,180.0,351.0,1869.0,260.0,68.0,40.0,2.0,1916.0,11.0,27.0,36.0,35.0,David Alaba
Sofiane Alakouch,FRA,DF,Nîmes,Ligue 1,22.0,1998.0,16.7,912.0,713.0,199.0,18.0,0.0,75.0,19.0,15,0.0,0.0,0.0,0.0,529.0,238.0,145.0,60.0,643.0,21.0,180.0,2.0,726.0,3.0,19.0,30.0,29.0,Sofiane Alakouch
Jony Álamo,ESP,MF,Elche,La Liga,18.0,2001.0,0.8,16.0,16.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,2.0,14.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,Jony Alamo
Lucas Alario,ARG,FW,Leverkusen,Bundesliga,27.0,1992.0,13.8,315.0,299.0,16.0,1.0,0.0,83.0,1.0,0,0.0,0.0,0.0,0.0,199.0,73.0,43.0,37.0,221.0,22.0,0.0,14.0,239.0,0.0,1.0,9.0,12.0,Lucas Alario
Jordi Alba,ESP,DF,Barcelona,La Liga,31.0,1989.0,33.6,2933.0,2662.0,271.0,30.0,7.0,201.0,42.0,113,3.0,0.0,0.0,0.0,2183.0,465.0,285.0,2296.0,358.0,31.0,238.0,6.0,2507.0,6.0,24.0,54.0,97.0,Jordi Alba
Luis Alberto,ESP,MF,Lazio,Serie A,27.0,1992.0,29.1,1941.0,1682.0,259.0,72.0,15.0,316.0,69.0,37,117.0,55.0,35.0,11.0,1391.0,215.0,335.0,93.0,1785.0,23.0,21.0,10.0,1520.0,15.0,20.0,50.0,44.0,Luis Alberto
Raúl Albiol,ESP,DF,Villarreal,La Liga,34.0,1985.0,34.6,2007.0,1939.0,68.0,63.0,0.0,185.0,67.0,3,0.0,0.0,0.0,0.0,1588.0,141.0,278.0,294.0,1602.0,72.0,4.0,1.0,1795.0,2.0,30.0,14.0,19.0,Raul Albiol
Marc Albrighton,ENG,DFFW,Leicester City,Premier League,30.0,1989.0,19.4,923.0,824.0,99.0,10.0,6.0,151.0,33.0,73,31.0,5.0,11.0,4.0,523.0,189.0,211.0,68.0,755.0,25.0,58.0,6.0,635.0,6.0,16.0,30.0,72.0,Marc Albrighton
Paco Alcácer,ESP,FW,Villarreal,La Liga,26.0,1993.0,17.2,275.0,239.0,36.0,0.0,6.0,40.0,6.0,6,0.0,0.0,0.0,0.0,171.0,67.0,37.0,36.0,205.0,19.0,1.0,5.0,202.0,3.0,4.0,13.0,10.0,Paco Alcacer
Pedro Alcalá,ESP,DF,Cádiz,La Liga,31.0,1989.0,10.1,270.0,254.0,16.0,16.0,0.0,27.0,24.0,0,0.0,0.0,0.0,0.0,160.0,19.0,91.0,10.0,229.0,22.0,0.0,2.0,204.0,2.0,6.0,3.0,4.0,Pedro Alcala
Thiago Alcántara,ESP,MF,Liverpool,Premier League,29.0,1991.0,20.6,1674.0,1630.0,44.0,32.0,9.0,230.0,85.0,4,0.0,0.0,0.0,0.0,1222.0,195.0,257.0,83.0,1510.0,48.0,3.0,6.0,1498.0,5.0,18.0,35.0,23.0,Thiago Alcantara
Rubén Alcaraz,ESP,MF,Valladolid,La Liga,29.0,1991.0,24.1,1157.0,1104.0,53.0,46.0,1.0,202.0,71.0,6,1.0,1.0,0.0,0.0,781.0,105.0,271.0,170.0,884.0,51.0,6.0,8.0,962.0,4.0,31.0,22.0,19.0,Ruben Alcaraz
Omar Alderete,PAR,DF,Hertha BSC,Bundesliga,23.0,1996.0,14.4,878.0,854.0,24.0,24.0,0.0,59.0,25.0,2,0.0,0.0,0.0,0.0,635.0,44.0,199.0,784.0,46.0,32.0,0.0,2.0,717.0,6.0,11.0,17.0,10.0,Omar Alderete
Toby Alderweireld,BEL,DF,Tottenham,Premier League,31.0,1989.0,24.9,1365.0,1305.0,60.0,50.0,2.0,98.0,51.0,1,0.0,0.0,0.0,0.0,926.0,120.0,319.0,255.0,1010.0,66.0,10.0,4.0,1143.0,2.0,19.0,21.0,13.0,Toby Alderweireld
Iván Alejo,ESP,MFFW,Cádiz,La Liga,25.0,1995.0,9.2,231.0,218.0,13.0,1.0,1.0,57.0,12.0,46,3.0,1.0,2.0,0.0,120.0,49.0,62.0,18.0,180.0,12.0,7.0,1.0,130.0,0.0,8.0,6.0,26.0,Ivan Alejo
Carles Aleñá,ESP,MF,Barcelona,La Liga,22.0,1998.0,0.5,42.0,42.0,0.0,0.0,0.0,6.0,2.0,0,0.0,0.0,0.0,0.0,36.0,3.0,3.0,36.0,4.0,0.0,0.0,0.0,38.0,0.0,1.0,1.0,0.0,Carles Alena
Carles Aleñá,ESP,MFFW,Getafe,La Liga,22.0,1998.0,15.2,591.0,518.0,73.0,36.0,1.0,93.0,29.0,24,30.0,11.0,12.0,1.0,356.0,72.0,163.0,497.0,50.0,29.0,5.0,1.0,407.0,7.0,16.0,21.0,17.0,Carles Alena
Rúnar Alex Rúnarsson,ISL,GK,Arsenal,Premier League,25.0,1995.0,0.2,11.0,8.0,3.0,2.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,7.0,1.0,3.0,1.0,8.0,0.0,0.0,2.0,7.0,0.0,1.0,0.0,0.0,Runar Alex Runarsson
Trent Alexander-Arnold,ENG,DF,Liverpool,Premier League,21.0,1998.0,33.7,2941.0,2454.0,487.0,57.0,9.0,248.0,147.0,182,104.0,17.0,57.0,4.0,1628.0,531.0,782.0,335.0,2208.0,63.0,326.0,6.0,2216.0,11.0,37.0,63.0,103.0,Trent Alexander Arnold
Alfon,ESP,MF,Celta Vigo,La Liga,21.0,1999.0,0.4,15.0,15.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,12.0,2.0,1.0,1.0,13.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,Alfon
Mohamed Ali Cho,FRA,FWMF,Angers,Ligue 1,16.0,2004.0,3.9,105.0,104.0,1.0,0.0,0.0,25.0,1.0,9,0.0,0.0,0.0,0.0,76.0,18.0,11.0,74.0,20.0,3.0,0.0,4.0,67.0,1.0,2.0,7.0,5.0,Mohamed Ali Cho
Ezgjan Alioski,MKD,DF,Leeds United,Premier League,28.0,1992.0,27.3,1630.0,1376.0,254.0,31.0,2.0,170.0,22.0,59,0.0,0.0,0.0,0.0,997.0,401.0,232.0,1172.0,122.0,85.0,223.0,1.0,1305.0,4.0,27.0,46.0,60.0,Ezgjan Alioski
Rachid Alioui,MAR,FW,Angers,Ligue 1,28.0,1992.0,0.2,6.0,6.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,4.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,Rachid Alioui
Alisson,BRA,GK,Liverpool,Premier League,27.0,1992.0,33.0,1137.0,901.0,236.0,63.0,0.0,82.0,35.0,0,0.0,0.0,0.0,0.0,818.0,59.0,260.0,96.0,850.0,1.0,0.0,159.0,968.0,3.0,16.0,11.0,1.0,Alisson
Saturnin Allagbé,BEN,GK,Dijon,Ligue 1,26.0,1993.0,12.0,405.0,271.0,134.0,29.0,0.0,23.0,8.0,0,0.0,0.0,0.0,0.0,169.0,16.0,220.0,27.0,294.0,0.0,1.0,70.0,267.0,1.0,13.0,1.0,1.0,Saturnin Allagbe
Allan,BRA,MF,Everton,Premier League,29.0,1991.0,22.8,1048.0,1014.0,34.0,22.0,0.0,148.0,14.0,3,0.0,0.0,0.0,0.0,768.0,140.0,140.0,113.0,894.0,28.0,5.0,4.0,899.0,3.0,11.0,26.0,20.0,Allan
Dele Alli,ENG,MF,Tottenham,Premier League,24.0,1996.0,6.9,337.0,316.0,21.0,8.0,3.0,67.0,4.0,7,0.0,0.0,0.0,0.0,273.0,37.0,27.0,23.0,299.0,8.0,2.0,0.0,270.0,2.0,4.0,13.0,14.0,Dele Alli
Miguel Almirón,PAR,MFFW,Newcastle Utd,Premier League,26.0,1994.0,27.0,877.0,845.0,32.0,6.0,2.0,141.0,17.0,29,6.0,0.0,1.0,0.0,673.0,108.0,96.0,800.0,38.0,20.0,6.0,7.0,711.0,4.0,7.0,22.0,31.0,Miguel Almiron
Marcos Alonso,ESP,DF,Chelsea,Premier League,29.0,1990.0,10.7,592.0,506.0,86.0,11.0,0.0,85.0,4.0,13,4.0,0.0,4.0,0.0,396.0,109.0,87.0,435.0,52.0,20.0,71.0,3.0,483.0,4.0,6.0,13.0,25.0,Marcos Alonso
Sergio Álvarez,ESP,MFDF,Eibar,La Liga,28.0,1992.0,17.4,688.0,674.0,14.0,11.0,0.0,133.0,24.0,6,0.0,0.0,0.0,0.0,438.0,86.0,164.0,65.0,524.0,62.0,2.0,1.0,535.0,1.0,20.0,9.0,12.0,Sergio Alvarez
Yeray Álvarez,ESP,DF,Athletic Club,La Liga,25.0,1995.0,21.6,1061.0,1007.0,54.0,51.0,1.0,105.0,52.0,2,0.0,0.0,0.0,0.0,767.0,97.0,197.0,77.0,886.0,60.0,3.0,1.0,895.0,3.0,20.0,15.0,14.0,Yeray Alvarez
Bruno Alves,POR,DF,Parma,Serie A,38.0,1981.0,18.1,916.0,881.0,35.0,29.0,0.0,61.0,55.0,7,0.0,0.0,0.0,0.0,629.0,95.0,192.0,141.0,691.0,43.0,3.0,3.0,796.0,4.0,13.0,4.0,2.0,Bruno Alves
Steven Alzate,COL,MFDF,Brighton,Premier League,21.0,1998.0,10.0,446.0,431.0,15.0,3.0,0.0,75.0,12.0,2,2.0,1.0,1.0,0.0,374.0,41.0,31.0,36.0,381.0,14.0,9.0,2.0,399.0,0.0,3.0,6.0,8.0,Steven Alzate
Ibrahim Amadou,FRA,MF,Angers,Ligue 1,27.0,1993.0,16.7,689.0,668.0,21.0,20.0,2.0,104.0,14.0,3,0.0,0.0,0.0,0.0,557.0,51.0,81.0,48.0,594.0,28.0,1.0,1.0,596.0,1.0,8.0,12.0,9.0,Ibrahim Amadou
Romain Amalfitano,FRA,FWDF,Dijon,Ligue 1,30.0,1989.0,1.3,58.0,52.0,6.0,1.0,0.0,11.0,1.0,4,0.0,0.0,0.0,0.0,42.0,8.0,8.0,4.0,48.0,0.0,5.0,0.0,47.0,1.0,2.0,0.0,1.0,Romain Amalfitano
Emmanuel Amankwaa Akurugu,GHA,DF,Getafe,La Liga,18.0,2001.0,0.5,12.0,10.0,2.0,0.0,0.0,3.0,0.0,0,0.0,0.0,0.0,0.0,9.0,1.0,2.0,9.0,1.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,2.0,Emmanuel Amankwaa Akurugu
Daniel Amartey,GHA,DF,Leicester City,Premier League,25.0,1994.0,8.0,466.0,433.0,33.0,1.0,0.0,47.0,3.0,0,0.0,0.0,0.0,0.0,341.0,59.0,66.0,36.0,362.0,21.0,32.0,2.0,400.0,2.0,0.0,7.0,10.0,Daniel Amartey
Jordan Amavi,FRA,DF,Marseille,Ligue 1,26.0,1994.0,9.0,441.0,363.0,78.0,7.0,0.0,64.0,13.0,9,0.0,0.0,0.0,0.0,228.0,119.0,94.0,239.0,90.0,23.0,71.0,2.0,355.0,1.0,9.0,3.0,15.0,Jordan Amavi
Thierry Ambrose,FRA,FW,Metz,Ligue 1,23.0,1997.0,8.4,253.0,240.0,13.0,2.0,1.0,82.0,11.0,14,3.0,2.0,1.0,0.0,151.0,37.0,65.0,42.0,171.0,19.0,1.0,1.0,174.0,1.0,6.0,7.0,15.0,Thierry Ambrose
Wisdom Amey,ITA,DF,Bologna,Serie A,14.0,2005.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,Wisdom Amey
Nadiem Amiri,GER,MF,Leverkusen,Bundesliga,23.0,1996.0,21.0,1143.0,1053.0,90.0,35.0,2.0,186.0,23.0,22,44.0,14.0,19.0,0.0,827.0,145.0,171.0,148.0,962.0,14.0,8.0,7.0,946.0,4.0,3.0,35.0,23.0,Nadiem Amiri
Ethan Ampadu,WAL,DFMF,Sheffield Utd,Premier League,19.0,2000.0,23.2,1064.0,979.0,85.0,19.0,3.0,121.0,42.0,11,5.0,5.0,0.0,0.0,710.0,122.0,232.0,174.0,722.0,65.0,61.0,4.0,857.0,1.0,27.0,15.0,19.0,Ethan Ampadu
Sofyan Amrabat,MAR,MF,Fiorentina,Serie A,23.0,1996.0,27.1,1390.0,1330.0,60.0,41.0,0.0,179.0,65.0,10,0.0,0.0,0.0,0.0,1086.0,113.0,191.0,94.0,1241.0,34.0,3.0,5.0,1234.0,3.0,14.0,24.0,34.0,Sofyan Amrabat
Jon Ander Garrido,ESP,MF,Cádiz,La Liga,30.0,1989.0,8.9,248.0,237.0,11.0,11.0,0.0,48.0,6.0,2,0.0,0.0,0.0,0.0,150.0,52.0,46.0,27.0,177.0,29.0,0.0,1.0,195.0,0.0,6.0,11.0,6.0,Jon Ander Garrido
Joachim Andersen,DEN,DF,Fulham,Premier League,24.0,1996.0,30.3,1833.0,1765.0,68.0,54.0,1.0,163.0,96.0,4,0.0,0.0,0.0,0.0,1255.0,158.0,420.0,174.0,1476.0,108.0,14.0,7.0,1529.0,7.0,51.0,18.0,22.0,Joachim Andersen
Joachim Andersen,DEN,DF,Lyon,Ligue 1,24.0,1996.0,2.1,117.0,111.0,6.0,4.0,0.0,11.0,4.0,0,0.0,0.0,0.0,0.0,89.0,11.0,17.0,9.0,96.0,5.0,2.0,0.0,105.0,0.0,0.0,1.0,1.0,Joachim Andersen
Djavan Anderson,NED,DF,Lazio,Serie A,25.0,1995.0,0.8,33.0,26.0,7.0,0.0,0.0,5.0,0.0,1,0.0,0.0,0.0,0.0,20.0,10.0,3.0,2.0,22.0,1.0,7.0,0.0,24.0,0.0,0.0,2.0,1.0,Djavan Anderson
Elliot Anderson,SCO,MF,Newcastle Utd,Premier League,17.0,2002.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Elliot Anderson
Felipe Anderson,BRA,FWMF,West Ham,Premier League,27.0,1993.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,Felipe Anderson
Sebastian Andersson,SWE,FW,Köln,Bundesliga,29.0,1991.0,12.5,246.0,223.0,23.0,0.0,0.0,93.0,1.0,4,0.0,0.0,0.0,0.0,121.0,68.0,57.0,23.0,128.0,26.0,1.0,17.0,175.0,1.0,6.0,5.0,11.0,Sebastian Andersson
Nícolas Andrade,BRA,GK,Udinese,Serie A,32.0,1988.0,2.0,40.0,28.0,12.0,3.0,0.0,3.0,0.0,0,0.0,0.0,0.0,0.0,25.0,1.0,14.0,9.0,25.0,0.0,0.0,5.0,33.0,0.0,0.0,0.0,0.0,Nicolas Andrade
Benjamin André,FRA,MF,Lille,Ligue 1,29.0,1990.0,32.1,2042.0,2012.0,30.0,27.0,3.0,310.0,45.0,12,0.0,0.0,0.0,0.0,1491.0,286.0,265.0,250.0,1607.0,107.0,3.0,16.0,1737.0,5.0,36.0,42.0,40.0,Benjamin Andre
Robert Andrich,GER,MF,Union Berlin,Bundesliga,25.0,1994.0,28.1,1460.0,1431.0,29.0,25.0,2.0,250.0,29.0,8,0.0,0.0,0.0,0.0,967.0,211.0,282.0,315.0,973.0,109.0,3.0,12.0,1155.0,9.0,29.0,36.0,38.0,Robert Andrich
Victorien Angban,CIV,MF,Metz,Ligue 1,23.0,1996.0,18.6,878.0,859.0,19.0,15.0,0.0,134.0,27.0,6,0.0,0.0,0.0,0.0,693.0,88.0,97.0,101.0,743.0,21.0,4.0,0.0,777.0,1.0,12.0,18.0,14.0,Victorien Angban
Ángel,ESP,GK,Granada,La Liga,18.0,2002.0,1.0,30.0,11.0,19.0,2.0,0.0,3.0,1.0,0,0.0,0.0,0.0,0.0,5.0,0.0,25.0,12.0,16.0,0.0,0.0,0.0,16.0,0.0,2.0,0.0,0.0,Angel
Miguel Ángel Rubio,ESP,DF,Valladolid,La Liga,22.0,1998.0,1.5,50.0,50.0,0.0,0.0,0.0,7.0,1.0,0,0.0,0.0,0.0,0.0,23.0,6.0,21.0,8.0,30.0,9.0,0.0,0.0,39.0,1.0,1.0,1.0,0.0,Miguel Angel Rubio
José Ángel,ESP,DF,Eibar,La Liga,30.0,1989.0,10.0,681.0,542.0,139.0,18.0,0.0,87.0,26.0,37,5.0,3.0,1.0,0.0,350.0,136.0,195.0,418.0,105.0,28.0,116.0,2.0,509.0,5.0,18.0,29.0,13.0,Jose Angel
Angeliño,ESP,DFFW,RB Leipzig,Bundesliga,23.0,1997.0,24.0,1490.0,1203.0,287.0,46.0,4.0,163.0,52.0,112,48.0,18.0,18.0,1.0,775.0,279.0,436.0,1099.0,122.0,62.0,193.0,4.0,1059.0,9.0,25.0,31.0,61.0,Angelino
