Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Touches_Live,Drib_Succ,Drib_Att,Drib_Succ%,Drib_Past,Megs,Carries,TotDist,PrgDist,Prog_Carries,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_Rec,Name_no_spec_chars
Flavien Tait,FRA,MFFW,Rennes,Ligue 1,27.0,1993.0,15.2,1028.0,16.0,166.0,580.0,368.0,55.0,1001.0,28.0,48.0,58.3,28.0,0.0,750.0,4081.0,2348.0,137.0,44.0,10.0,22.0,30.0,881.0,761.0,86.4,83.0,Flavien Tait
Adrien Tameze,CMR,MF,Hellas Verona,Serie A,26.0,1994.0,25.6,1307.0,58.0,297.0,773.0,311.0,22.0,1276.0,36.0,50.0,72.0,39.0,2.0,820.0,4207.0,2040.0,88.0,29.0,3.0,28.0,28.0,896.0,753.0,84.0,75.0,Adrien Tameze
Japhet Tanganga,ENG,DF,Tottenham,Premier League,21.0,1999.0,5.4,272.0,23.0,104.0,124.0,59.0,3.0,235.0,12.0,14.0,85.7,12.0,1.0,155.0,617.0,350.0,10.0,3.0,0.0,0.0,4.0,170.0,150.0,88.2,2.0,Japhet Tanganga
Renato Tapia,PER,MF,Celta Vigo,La Liga,25.0,1995.0,30.0,1939.0,111.0,691.0,1187.0,183.0,17.0,1902.0,25.0,28.0,89.3,25.0,1.0,1186.0,5563.0,3092.0,100.0,31.0,0.0,10.0,28.0,1278.0,1210.0,94.7,15.0,Renato Tapia
Edmond Tapsoba,BFA,DF,Leverkusen,Bundesliga,21.0,1999.0,29.5,3108.0,318.0,1603.0,1678.0,127.0,22.0,3023.0,18.0,25.0,72.0,18.0,0.0,2310.0,13159.0,7634.0,149.0,34.0,0.0,10.0,13.0,2314.0,2272.0,98.2,8.0,Edmond Tapsoba
Matt Targett,ENG,DF,Aston Villa,Premier League,24.0,1995.0,37.8,2522.0,172.0,768.0,1106.0,739.0,45.0,2096.0,16.0,21.0,76.2,16.0,1.0,1252.0,4527.0,2398.0,107.0,29.0,4.0,16.0,16.0,1445.0,1338.0,92.6,78.0,Matt Targett
James Tarkowski,ENG,DF,Burnley,Premier League,27.0,1992.0,36.0,1650.0,263.0,884.0,707.0,132.0,72.0,1616.0,11.0,13.0,84.6,12.0,0.0,667.0,3576.0,1805.0,41.0,6.0,1.0,12.0,7.0,829.0,777.0,93.7,17.0,James Tarkowski
Ciprian Tătărușanu,ROU,GK,Milan,Serie A,34.0,1986.0,1.0,30.0,26.0,30.0,0.0,0.0,0.0,26.0,0.0,0.0,,0.0,0.0,15.0,63.0,29.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,100.0,0.0,Ciprian Tatarusanu
Percy Tau,RSA,FWMF,Brighton,Premier League,26.0,1994.0,1.1,42.0,1.0,5.0,23.0,17.0,4.0,41.0,3.0,3.0,100.0,3.0,0.0,31.0,176.0,106.0,3.0,0.0,1.0,7.0,2.0,64.0,32.0,50.0,11.0,Percy Tau
Niklas Tauer,GER,MFDF,Mainz 05,Bundesliga,19.0,2001.0,0.8,37.0,3.0,9.0,20.0,8.0,1.0,32.0,0.0,0.0,,0.0,0.0,11.0,51.0,26.0,2.0,0.0,0.0,0.0,0.0,15.0,10.0,66.7,1.0,Niklas Tauer
Heriberto Tavares,POR,MFFW,Brest,Ligue 1,23.0,1997.0,0.5,20.0,0.0,2.0,11.0,8.0,2.0,19.0,0.0,1.0,0.0,1.0,0.0,12.0,30.0,9.0,1.0,0.0,0.0,2.0,1.0,16.0,14.0,87.5,2.0,Heriberto Tavares
Sidnei Tavares,POR,MF,Leicester City,Premier League,18.0,2001.0,0.9,38.0,0.0,8.0,24.0,10.0,1.0,37.0,1.0,1.0,100.0,1.0,0.0,28.0,139.0,54.0,2.0,1.0,0.0,1.0,3.0,37.0,30.0,81.1,7.0,Sidnei Tavares
Tomás Tavares,POR,MFDF,Alavés,La Liga,19.0,2001.0,0.7,24.0,1.0,4.0,10.0,11.0,1.0,23.0,0.0,0.0,,0.0,0.0,18.0,95.0,52.0,1.0,1.0,0.0,0.0,0.0,20.0,15.0,75.0,3.0,Tomas Tavares
Charlie Taylor,ENG,DF,Burnley,Premier League,26.0,1993.0,27.0,1587.0,130.0,521.0,780.0,404.0,12.0,1335.0,27.0,46.0,58.7,28.0,0.0,826.0,5659.0,2493.0,112.0,52.0,5.0,14.0,13.0,897.0,825.0,92.0,23.0,Charlie Taylor
Neil Taylor,WAL,DF,Aston Villa,Premier League,31.0,1989.0,0.2,12.0,1.0,4.0,6.0,2.0,0.0,11.0,0.0,0.0,,0.0,0.0,7.0,14.0,9.0,1.0,0.0,0.0,0.0,0.0,8.0,8.0,100.0,0.0,Neil Taylor
Allan Tchaptchet,FRA,DF,Southampton,Premier League,18.0,2001.0,0.1,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,Allan Tchaptchet
Warren Tchimbembé,FRA,MFFW,Metz,Ligue 1,22.0,1998.0,5.5,299.0,9.0,85.0,186.0,53.0,6.0,292.0,2.0,3.0,66.7,2.0,0.0,200.0,1149.0,608.0,23.0,11.0,0.0,7.0,8.0,261.0,216.0,82.8,11.0,Warren Tchimbembe
Aurélien Tchouaméni,FRA,MF,Monaco,Ligue 1,20.0,2000.0,34.0,2299.0,81.0,490.0,1514.0,440.0,57.0,2264.0,33.0,42.0,78.6,34.0,1.0,1507.0,8045.0,3605.0,151.0,47.0,4.0,24.0,46.0,1601.0,1491.0,93.1,61.0,Aurelien Tchouameni
Álvaro Tejero,ESP,DF,Eibar,La Liga,24.0,1996.0,1.2,114.0,4.0,27.0,55.0,35.0,1.0,94.0,0.0,0.0,,0.0,0.0,62.0,255.0,159.0,7.0,2.0,0.0,1.0,0.0,67.0,66.0,98.5,4.0,Alvaro Tejero
Nathan Tella,ENG,FWMF,Southampton,Premier League,21.0,1999.0,8.3,291.0,1.0,35.0,142.0,144.0,25.0,288.0,16.0,25.0,64.0,17.0,0.0,219.0,1191.0,645.0,32.0,12.0,7.0,32.0,27.0,314.0,182.0,58.0,40.0,Nathan Tella
Alex Telles,BRA,DF,Manchester Utd,Premier League,27.0,1992.0,7.7,652.0,29.0,167.0,315.0,200.0,3.0,547.0,3.0,6.0,50.0,3.0,0.0,366.0,1789.0,1111.0,47.0,11.0,1.0,4.0,8.0,455.0,414.0,91.0,16.0,Alex Telles
Andrés Tello,COL,DFMF,Benevento,Serie A,23.0,1996.0,4.6,254.0,18.0,76.0,106.0,79.0,14.0,237.0,3.0,6.0,50.0,4.0,0.0,136.0,635.0,394.0,16.0,2.0,4.0,9.0,4.0,183.0,152.0,83.1,14.0,Andres Tello
Cristian Tello,ESP,FWMF,Betis,La Liga,28.0,1991.0,14.3,648.0,6.0,78.0,293.0,324.0,59.0,632.0,19.0,36.0,52.8,23.0,3.0,477.0,2695.0,1662.0,85.0,25.0,20.0,28.0,12.0,620.0,480.0,77.4,71.0,Cristian Tello
Lino Tempelmann,GER,MFDF,Freiburg,Bundesliga,21.0,1999.0,3.0,192.0,11.0,58.0,92.0,51.0,2.0,184.0,2.0,3.0,66.7,2.0,0.0,117.0,567.0,177.0,8.0,2.0,0.0,1.0,2.0,117.0,111.0,94.9,5.0,Lino Tempelmann
Hidde ter Avest,NED,DF,Udinese,Serie A,23.0,1997.0,3.9,234.0,7.0,63.0,96.0,85.0,6.0,206.0,3.0,4.0,75.0,3.0,0.0,153.0,567.0,288.0,15.0,6.0,1.0,4.0,0.0,169.0,152.0,89.9,12.0,Hidde ter Avest
Marc-André ter Stegen,GER,GK,Barcelona,La Liga,28.0,1992.0,31.0,1091.0,968.0,1086.0,5.0,1.0,1.0,899.0,0.0,1.0,0.0,1.0,0.0,645.0,2407.0,1379.0,0.0,0.0,0.0,0.0,0.0,638.0,635.0,99.5,0.0,Marc Andre ter Stegen
Pietro Terracciano,ITA,GK,Fiorentina,Serie A,30.0,1990.0,3.0,95.0,85.0,94.0,1.0,0.0,0.0,48.0,0.0,0.0,,0.0,0.0,29.0,208.0,112.0,0.0,0.0,0.0,0.0,0.0,22.0,21.0,95.5,0.0,Pietro Terracciano
Martin Terrier,FRA,FWMF,Rennes,Ligue 1,23.0,1997.0,27.1,1104.0,7.0,82.0,499.0,589.0,144.0,1074.0,26.0,46.0,56.5,27.0,0.0,701.0,3501.0,1919.0,97.0,37.0,19.0,65.0,41.0,1262.0,832.0,65.9,249.0,Martin Terrier
Claudio Terzi,ITA,DF,Spezia,Serie A,36.0,1984.0,20.8,1513.0,153.0,769.0,806.0,64.0,10.0,1441.0,4.0,7.0,57.1,5.0,0.0,927.0,7005.0,3805.0,95.0,19.0,0.0,2.0,3.0,1067.0,1046.0,98.0,0.0,Claudio Terzi
Kenny Tete,NED,DF,Fulham,Premier League,24.0,1995.0,16.5,1091.0,64.0,369.0,484.0,295.0,20.0,969.0,8.0,19.0,42.1,9.0,3.0,634.0,3264.0,1649.0,74.0,24.0,3.0,19.0,7.0,687.0,609.0,88.6,39.0,Kenny Tete
Kenny Tete,NED,DF,Lyon,Ligue 1,24.0,1995.0,0.2,31.0,1.0,10.0,12.0,10.0,1.0,27.0,0.0,0.0,,0.0,0.0,20.0,82.0,21.0,1.0,0.0,1.0,1.0,2.0,19.0,19.0,100.0,2.0,Kenny Tete
Cedric Teuchert,GER,FWMF,Union Berlin,Bundesliga,23.0,1997.0,8.4,348.0,6.0,46.0,177.0,150.0,34.0,340.0,10.0,24.0,41.7,11.0,2.0,215.0,1118.0,766.0,33.0,16.0,8.0,23.0,23.0,375.0,230.0,61.3,57.0,Cedric Teuchert
Florian Thauvin,FRA,FWMF,Marseille,Ligue 1,27.0,1993.0,30.4,1815.0,21.0,194.0,873.0,889.0,127.0,1672.0,59.0,104.0,56.7,63.0,4.0,1294.0,7323.0,4355.0,253.0,73.0,35.0,67.0,74.0,1787.0,1384.0,77.4,202.0,Florian Thauvin
Malick Thiaw,GER,DF,Schalke 04,Bundesliga,18.0,2001.0,16.1,960.0,177.0,595.0,369.0,47.0,14.0,915.0,1.0,2.0,50.0,1.0,0.0,527.0,2512.0,1096.0,13.0,3.0,0.0,6.0,6.0,629.0,589.0,93.6,8.0,Malick Thiaw
Jan Thielmann,GER,FWMF,Köln,Bundesliga,18.0,2002.0,11.4,474.0,5.0,68.0,210.0,225.0,21.0,459.0,5.0,8.0,62.5,6.0,0.0,310.0,1603.0,778.0,43.0,11.0,2.0,31.0,19.0,519.0,311.0,59.9,50.0,Jan Thielmann
Sada Thioub,SEN,FWMF,Angers,Ligue 1,25.0,1995.0,14.0,814.0,13.0,142.0,411.0,348.0,55.0,800.0,38.0,70.0,54.3,40.0,1.0,660.0,4059.0,2418.0,130.0,40.0,11.0,41.0,43.0,780.0,632.0,81.0,109.0,Sada Thioub
William Thomas Fish,ENG,DF,Manchester Utd,Premier League,17.0,2003.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,William Thomas Fish
Luke Thomas,ENG,DF,Leicester City,Premier League,19.0,2001.0,10.8,629.0,33.0,152.0,301.0,201.0,17.0,551.0,10.0,17.0,58.8,10.0,1.0,356.0,1396.0,639.0,31.0,5.0,4.0,14.0,13.0,429.0,359.0,83.7,21.0,Luke Thomas
Romain Thomas,FRA,DF,Angers,Ligue 1,32.0,1988.0,33.6,2008.0,282.0,1182.0,900.0,29.0,24.0,1943.0,4.0,5.0,80.0,4.0,0.0,1146.0,5147.0,2374.0,32.0,1.0,0.0,7.0,6.0,1284.0,1233.0,96.0,6.0,Romain Thomas
Adrien Thomasson,FRA,MF,Strasbourg,Ligue 1,26.0,1993.0,29.2,1500.0,10.0,182.0,745.0,641.0,135.0,1453.0,27.0,58.0,46.6,30.0,2.0,1052.0,4280.0,1764.0,88.0,25.0,14.0,54.0,59.0,1419.0,1050.0,74.0,185.0,Adrien Thomasson
Erik Thommy,GER,DFFW,Stuttgart,Bundesliga,25.0,1994.0,3.5,204.0,4.0,29.0,99.0,95.0,14.0,193.0,3.0,6.0,50.0,3.0,0.0,137.0,973.0,533.0,26.0,8.0,6.0,10.0,7.0,201.0,147.0,73.1,27.0,Erik Thommy
Morten Thorsby,NOR,MF,Sampdoria,Serie A,24.0,1996.0,29.4,1311.0,69.0,331.0,738.0,285.0,61.0,1283.0,12.0,17.0,70.6,12.0,1.0,639.0,2690.0,1360.0,68.0,21.0,6.0,29.0,23.0,1044.0,773.0,74.0,58.0,Morten Thorsby
Marcus Thuram,FRA,FW,M'Gladbach,Bundesliga,22.0,1997.0,19.2,908.0,21.0,114.0,482.0,387.0,113.0,892.0,41.0,63.0,65.1,43.0,0.0,621.0,3348.0,2124.0,108.0,37.0,33.0,55.0,51.0,1002.0,668.0,66.7,153.0,Marcus Thuram
Khéphren Thuram-Ulie,FRA,MF,Nice,Ligue 1,19.0,2001.0,16.6,1108.0,48.0,319.0,718.0,163.0,14.0,1092.0,16.0,20.0,80.0,17.0,0.0,746.0,4463.0,2434.0,75.0,24.0,2.0,13.0,10.0,907.0,843.0,92.9,25.0,Khephren Thuram Ulie
Cheikh Tidiane Sabaly,SEN,MF,Metz,Ligue 1,21.0,1999.0,0.1,8.0,0.0,1.0,3.0,6.0,0.0,8.0,0.0,0.0,,0.0,0.0,8.0,34.0,19.0,1.0,1.0,0.0,1.0,1.0,7.0,7.0,100.0,1.0,Cheikh Tidiane Sabaly
Youri Tielemans,BEL,MF,Leicester City,Premier League,23.0,1997.0,37.3,2925.0,57.0,615.0,1695.0,777.0,43.0,2751.0,40.0,57.0,70.2,45.0,7.0,1881.0,7481.0,4300.0,168.0,50.0,9.0,29.0,47.0,2230.0,2097.0,94.0,75.0,Youri Tielemans
Kieran Tierney,SCO,DF,Arsenal,Premier League,23.0,1997.0,25.5,1739.0,111.0,526.0,703.0,628.0,52.0,1516.0,22.0,42.0,52.4,24.0,1.0,1092.0,5422.0,3356.0,150.0,49.0,20.0,20.0,16.0,1242.0,1110.0,89.4,92.0,Kieran Tierney
Steffen Tigges,GER,FW,Dortmund,Bundesliga,22.0,1998.0,0.6,34.0,1.0,4.0,19.0,12.0,4.0,32.0,0.0,0.0,,0.0,0.0,12.0,57.0,31.0,3.0,0.0,0.0,1.0,1.0,35.0,18.0,51.4,2.0,Steffen Tigges
Guus Til,NED,FW,Freiburg,Bundesliga,22.0,1997.0,1.4,55.0,3.0,10.0,23.0,22.0,8.0,55.0,0.0,0.0,,0.0,0.0,38.0,155.0,67.0,5.0,0.0,0.0,5.0,3.0,67.0,39.0,58.2,14.0,Guus Til
David Timor,ESP,MFDF,Getafe,La Liga,30.0,1989.0,15.5,757.0,52.0,200.0,427.0,154.0,5.0,677.0,2.0,3.0,66.7,2.0,0.0,304.0,1623.0,797.0,41.0,7.0,1.0,4.0,3.0,357.0,338.0,94.7,6.0,David Timor
Jean-Clair Todibo,FRA,DF,Nice,Ligue 1,20.0,1999.0,14.8,1261.0,177.0,706.0,622.0,33.0,13.0,1230.0,15.0,20.0,75.0,15.0,1.0,943.0,6694.0,3725.0,91.0,7.0,0.0,6.0,6.0,953.0,942.0,98.8,2.0,Jean Clair Todibo
Karl Toko Ekambi,CMR,FW,Lyon,Ligue 1,27.0,1992.0,31.2,1349.0,13.0,131.0,643.0,701.0,194.0,1334.0,63.0,101.0,62.4,70.0,6.0,998.0,6473.0,3998.0,217.0,71.0,46.0,65.0,49.0,1525.0,1091.0,71.5,278.0,Karl Toko Ekambi
Corentin Tolisso,FRA,MF,Bayern Munich,Bundesliga,25.0,1994.0,8.7,634.0,18.0,118.0,401.0,150.0,25.0,616.0,6.0,9.0,66.7,6.0,0.0,445.0,2142.0,995.0,40.0,11.0,2.0,9.0,7.0,543.0,471.0,86.7,31.0,Corentin Tolisso
Jeremy Toljan,GER,DF,Sassuolo,Serie A,25.0,1994.0,16.6,1040.0,71.0,308.0,513.0,290.0,37.0,927.0,6.0,14.0,42.9,8.0,0.0,662.0,3129.0,1582.0,57.0,26.0,5.0,16.0,12.0,766.0,693.0,90.5,55.0,Jeremy Toljan
Rafael Tolói,ITA,DF,Atalanta,Serie A,29.0,1990.0,28.2,1925.0,118.0,627.0,1018.0,413.0,54.0,1852.0,12.0,24.0,50.0,13.0,0.0,1294.0,6385.0,3513.0,149.0,47.0,4.0,15.0,15.0,1381.0,1314.0,95.1,35.0,Rafael Toloi
Takehiro Tomiyasu,JPN,DF,Bologna,Serie A,21.0,1998.0,30.2,1989.0,179.0,771.0,1083.0,293.0,25.0,1802.0,18.0,28.0,64.3,19.0,1.0,1121.0,7348.0,4108.0,125.0,39.0,2.0,22.0,16.0,1252.0,1184.0,94.6,18.0,Takehiro Tomiyasu
James Tomkins,ENG,DF,Crystal Palace,Premier League,31.0,1989.0,6.1,235.0,61.0,160.0,74.0,6.0,6.0,229.0,0.0,0.0,,0.0,0.0,99.0,367.0,207.0,4.0,0.0,0.0,0.0,0.0,120.0,113.0,94.2,1.0,James Tomkins
Fikayo Tomori,ENG,DF,Chelsea,Premier League,22.0,1997.0,0.5,41.0,19.0,36.0,6.0,0.0,0.0,40.0,0.0,0.0,,0.0,0.0,21.0,90.0,38.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,100.0,0.0,Fikayo Tomori
Fikayo Tomori,ENG,DF,Milan,Serie A,22.0,1997.0,16.3,1071.0,156.0,645.0,464.0,28.0,8.0,1037.0,5.0,6.0,83.3,6.0,0.0,658.0,3450.0,1605.0,26.0,7.0,0.0,4.0,2.0,717.0,705.0,98.3,3.0,Fikayo Tomori
Sandro Tonali,ITA,MF,Milan,Serie A,20.0,2000.0,14.8,901.0,43.0,254.0,516.0,193.0,11.0,861.0,6.0,10.0,60.0,6.0,0.0,567.0,2997.0,1591.0,53.0,19.0,1.0,10.0,13.0,628.0,590.0,93.9,17.0,Sandro Tonali
Lorenzo Tonelli,ITA,DF,Sampdoria,Serie A,30.0,1990.0,19.8,1134.0,203.0,619.0,524.0,37.0,17.0,1075.0,0.0,1.0,0.0,0.0,0.0,591.0,2715.0,1415.0,25.0,1.0,0.0,5.0,5.0,674.0,652.0,96.7,2.0,Lorenzo Tonelli
Toño,ESP,DF,Levante,La Liga,30.0,1989.0,8.1,481.0,21.0,161.0,205.0,146.0,10.0,417.0,10.0,19.0,52.6,12.0,1.0,333.0,1665.0,1002.0,52.0,16.0,4.0,8.0,10.0,351.0,315.0,89.7,28.0,Tono
Ömer Toprak,TUR,DF,Werder Bremen,Bundesliga,31.0,1989.0,21.6,1322.0,215.0,714.0,636.0,47.0,15.0,1253.0,12.0,17.0,70.6,15.0,0.0,754.0,4701.0,2084.0,47.0,8.0,0.0,2.0,13.0,772.0,750.0,97.2,1.0,Omer Toprak
Tyron Tormin,FRA,MFFW,Saint-Étienne,Ligue 1,19.0,2001.0,0.2,10.0,0.0,2.0,7.0,1.0,0.0,10.0,0.0,0.0,,0.0,0.0,5.0,21.0,5.0,0.0,0.0,0.0,0.0,0.0,17.0,7.0,41.2,0.0,Tyron Tormin
Ernesto Torregrossa,ITA,FW,Sampdoria,Serie A,28.0,1992.0,1.9,73.0,1.0,5.0,25.0,45.0,11.0,70.0,2.0,6.0,33.3,3.0,0.0,46.0,180.0,78.0,4.0,2.0,1.0,5.0,7.0,102.0,51.0,50.0,15.0,Ernesto Torregrossa
Lucas Torreira,URU,MFFW,Atlético Madrid,La Liga,24.0,1996.0,5.8,372.0,16.0,103.0,237.0,43.0,5.0,370.0,1.0,1.0,100.0,1.0,0.0,220.0,971.0,484.0,19.0,3.0,2.0,2.0,8.0,278.0,261.0,93.9,5.0,Lucas Torreira
Ferrán Torres,ESP,FWMF,Manchester City,Premier League,20.0,2000.0,14.5,620.0,11.0,54.0,220.0,387.0,70.0,602.0,19.0,44.0,43.2,20.0,0.0,467.0,2278.0,1208.0,73.0,17.0,14.0,18.0,30.0,652.0,478.0,73.3,86.0,Ferran Torres
Óliver Torres,ESP,MFFW,Sevilla,La Liga,25.0,1994.0,15.6,1175.0,6.0,151.0,718.0,382.0,34.0,1131.0,30.0,39.0,76.9,34.0,0.0,893.0,4354.0,2042.0,95.0,34.0,3.0,18.0,25.0,1037.0,928.0,89.5,85.0,Oliver Torres
Pau Torres,ESP,DF,Villarreal,La Liga,23.0,1997.0,33.0,2315.0,352.0,1290.0,1163.0,84.0,19.0,2251.0,29.0,34.0,85.3,31.0,0.0,1643.0,11171.0,7210.0,168.0,33.0,0.0,15.0,10.0,1720.0,1695.0,98.5,3.0,Pau Torres
Roberto Torres,ESP,MFFW,Osasuna,La Liga,31.0,1989.0,21.0,961.0,26.0,163.0,456.0,393.0,49.0,871.0,24.0,42.0,57.1,27.0,5.0,609.0,2501.0,1388.0,64.0,22.0,2.0,26.0,18.0,829.0,637.0,76.8,72.0,Roberto Torres
Lucas Torró,ESP,MF,Osasuna,La Liga,26.0,1994.0,17.2,864.0,66.0,210.0,529.0,153.0,26.0,859.0,11.0,15.0,73.3,12.0,0.0,459.0,1707.0,669.0,29.0,4.0,2.0,14.0,13.0,586.0,476.0,81.2,24.0,Lucas Torro
Jordan Torunarigha,GER,DF,Hertha BSC,Bundesliga,22.0,1997.0,10.8,771.0,85.0,456.0,336.0,43.0,9.0,743.0,5.0,7.0,71.4,5.0,0.0,509.0,2846.0,1667.0,34.0,4.0,2.0,5.0,11.0,547.0,534.0,97.6,5.0,Jordan Torunarigha
Cenk Tosun,TUR,FW,Everton,Premier League,29.0,1991.0,0.5,14.0,0.0,1.0,5.0,10.0,2.0,13.0,0.0,0.0,,0.0,0.0,11.0,44.0,15.0,1.0,2.0,1.0,4.0,0.0,22.0,13.0,59.1,4.0,Cenk Tosun
Abdoulaye Touré,FRA,MF,Nantes,Ligue 1,26.0,1994.0,18.7,1145.0,37.0,203.0,770.0,236.0,21.0,1140.0,17.0,32.0,53.1,20.0,3.0,748.0,3197.0,1540.0,75.0,28.0,0.0,20.0,20.0,905.0,823.0,90.9,27.0,Abdoulaye Toure
Almamy Touré,MLI,DF,Eint Frankfurt,Bundesliga,24.0,1996.0,7.8,444.0,27.0,106.0,176.0,190.0,26.0,413.0,13.0,19.0,68.4,14.0,2.0,256.0,1091.0,667.0,36.0,14.0,0.0,17.0,10.0,353.0,279.0,79.0,40.0,Almamy Toure
Lucas Tousart,FRA,MF,Hertha BSC,Bundesliga,23.0,1997.0,23.2,1144.0,76.0,365.0,683.0,156.0,24.0,1128.0,12.0,19.0,63.2,16.0,0.0,654.0,3913.0,2003.0,76.0,22.0,4.0,18.0,17.0,715.0,596.0,83.4,31.0,Lucas Tousart
Andros Townsend,ENG,MFFW,Crystal Palace,Premier League,29.0,1991.0,25.1,1226.0,28.0,273.0,576.0,533.0,35.0,1136.0,44.0,68.0,64.7,47.0,0.0,853.0,6131.0,3344.0,141.0,64.0,11.0,37.0,59.0,932.0,715.0,76.7,68.0,Andros Townsend
Conor Townsend,ENG,DF,West Brom,Premier League,27.0,1993.0,24.8,1450.0,111.0,464.0,700.0,352.0,29.0,1221.0,12.0,26.0,46.2,12.0,1.0,736.0,3398.0,2011.0,70.0,17.0,5.0,28.0,17.0,884.0,797.0,90.2,30.0,Conor Townsend
Mattéo Tramoni,FRA,FWMF,Cagliari,Serie A,20.0,2000.0,0.8,34.0,1.0,11.0,12.0,11.0,0.0,34.0,0.0,2.0,0.0,0.0,0.0,20.0,42.0,15.0,0.0,0.0,0.0,2.0,4.0,17.0,13.0,76.5,2.0,Matteo Tramoni
Adama Traoré,ESP,FW,Wolves,Premier League,24.0,1996.0,29.4,1317.0,20.0,133.0,672.0,681.0,117.0,1293.0,160.0,214.0,74.8,173.0,5.0,1143.0,8595.0,5679.0,306.0,86.0,60.0,84.0,86.0,1439.0,1022.0,71.0,150.0,Adama Traore
Amadou Traore,FRA,MFFW,Bordeaux,Ligue 1,18.0,2002.0,3.4,173.0,3.0,30.0,67.0,89.0,18.0,164.0,8.0,15.0,53.3,8.0,0.0,133.0,866.0,560.0,30.0,5.0,10.0,13.0,19.0,173.0,124.0,71.7,23.0,Amadou Traore
Bertrand Traoré,BFA,FW,Aston Villa,Premier League,24.0,1995.0,25.7,1124.0,26.0,147.0,463.0,584.0,106.0,1046.0,51.0,97.0,52.6,57.0,8.0,762.0,3871.0,1833.0,97.0,25.0,14.0,51.0,35.0,1047.0,772.0,73.7,100.0,Bertrand Traore
Boubacar Traoré,MLI,MF,Metz,Ligue 1,18.0,2001.0,0.6,60.0,0.0,6.0,44.0,12.0,0.0,59.0,1.0,1.0,100.0,1.0,0.0,43.0,220.0,98.0,8.0,1.0,0.0,2.0,2.0,46.0,45.0,97.8,1.0,Boubacar Traore
Chaka Traorè,CIV,DFFW,Parma,Serie A,15.0,2004.0,0.2,19.0,0.0,3.0,11.0,8.0,3.0,19.0,0.0,2.0,0.0,0.0,0.0,13.0,65.0,45.0,3.0,3.0,0.0,0.0,2.0,21.0,16.0,76.2,6.0,Chaka Traore
Charles Traore,MLI,DF,Nantes,Ligue 1,28.0,1992.0,18.9,1197.0,65.0,381.0,616.0,256.0,10.0,991.0,7.0,17.0,41.2,9.0,0.0,555.0,2368.0,1448.0,61.0,18.0,4.0,15.0,15.0,636.0,581.0,91.4,14.0,Charles Traore
Cheick Traoré,MLI,DF,Lens,Ligue 1,25.0,1995.0,0.4,35.0,2.0,10.0,19.0,9.0,1.0,25.0,1.0,1.0,100.0,1.0,0.0,15.0,123.0,69.0,3.0,2.0,0.0,2.0,0.0,16.0,13.0,81.3,0.0,Cheick Traore
Hamari Traoré,MLI,DF,Rennes,Ligue 1,28.0,1992.0,33.3,2740.0,64.0,553.0,1542.0,808.0,51.0,2367.0,25.0,32.0,78.1,27.0,0.0,1659.0,8009.0,4578.0,242.0,81.0,11.0,23.0,17.0,1881.0,1748.0,92.9,108.0,Hamari Traore
Ibrahima Traoré,GUI,FWDF,M'Gladbach,Bundesliga,32.0,1988.0,1.1,63.0,0.0,13.0,21.0,30.0,4.0,59.0,1.0,3.0,33.3,2.0,1.0,36.0,131.0,77.0,8.0,1.0,2.0,0.0,2.0,55.0,42.0,76.4,7.0,Ibrahima Traore
Ismaël Traoré,CIV,DF,Angers,Ligue 1,33.0,1986.0,33.3,1986.0,227.0,1065.0,955.0,82.0,25.0,1920.0,14.0,17.0,82.4,14.0,0.0,1350.0,6012.0,2907.0,65.0,14.0,1.0,8.0,4.0,1348.0,1319.0,97.8,10.0,Ismael Traore
Kevin Trapp,GER,GK,Eint Frankfurt,Bundesliga,30.0,1990.0,33.0,1455.0,1212.0,1451.0,8.0,0.0,0.0,1122.0,0.0,0.0,,0.0,0.0,709.0,3364.0,1684.0,0.0,0.0,0.0,0.0,0.0,747.0,745.0,99.7,0.0,Kevin Trapp
Miguel Trauco,PER,DF,Saint-Étienne,Ligue 1,27.0,1992.0,22.6,1627.0,56.0,538.0,797.0,378.0,14.0,1347.0,11.0,29.0,37.9,13.0,3.0,944.0,3659.0,1959.0,66.0,23.0,2.0,15.0,17.0,995.0,921.0,92.6,24.0,Miguel Trauco
Trézéguet,EGY,FW,Aston Villa,Premier League,25.0,1994.0,13.0,519.0,19.0,103.0,203.0,260.0,74.0,517.0,26.0,38.0,68.4,28.0,3.0,342.0,1933.0,1173.0,63.0,20.0,14.0,27.0,13.0,524.0,327.0,62.4,65.0,Trezeguet
