Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Name_no_spec_chars
Matheus Cunha,BRA,FWMF,Hertha BSC,Bundesliga,21.0,1999.0,23.9,7,66,30,45.5,2.76,1.26,0.08,0.17,22.0,8.0,2,3,8.1,5.8,0.09,-1.1,-0.8,Matheus Cunha
Giuseppe Cuomo,ITA,DF,Crotone,Serie A,22.0,1998.0,8.9,0,2,0,0.0,0.22,0.0,0.0,,8.1,0.0,0,0,0.2,0.2,0.1,-0.2,-0.2,Giuseppe Cuomo
Patrick Cutrone,ITA,FWMF,Fiorentina,Serie A,22.0,1998.0,2.2,0,3,1,33.3,1.38,0.46,0.0,0.0,11.9,0.0,0,0,0.2,0.2,0.06,-0.2,-0.2,Patrick Cutrone
Patrick Cutrone,ITA,FWMF,Wolves,Premier League,22.0,1998.0,0.3,0,1,0,0.0,3.6,0.0,0.0,,10.4,0.0,0,0,0.2,0.2,0.17,-0.2,-0.2,Patrick Cutrone
Patrick Cutrone,ITA,FW,Valencia,La Liga,22.0,1998.0,1.2,0,3,1,33.3,2.5,0.83,0.0,0.0,16.0,0.0,0,0,0.5,0.5,0.18,-0.5,-0.5,Patrick Cutrone
Wylan Cyprien,FRA,MF,Parma,Serie A,25.0,1995.0,4.6,0,6,1,16.7,1.32,0.22,0.0,0.0,27.4,3.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Wylan Cyprien
Rafael Czichos,GER,DF,Köln,Bundesliga,30.0,1990.0,25.1,1,10,2,20.0,0.4,0.08,0.1,0.5,7.1,0.0,0,0,1.5,1.5,0.15,-0.5,-0.5,Rafael Czichos
Lennart-Marten Czyborra,GER,DF,Genoa,Serie A,21.0,1999.0,13.0,1,5,2,40.0,0.38,0.15,0.2,0.5,17.5,0.0,0,0,0.3,0.3,0.05,0.7,0.7,Lennart Marten Czyborra
Danilo D'Ambrosio,ITA,DF,Inter,Serie A,31.0,1988.0,7.8,3,8,6,75.0,1.03,0.77,0.38,0.5,10.6,0.0,0,0,1.3,1.3,0.17,1.7,1.7,Danilo DAmbrosio
Damien Da Silva,FRA,DF,Rennes,Ligue 1,32.0,1988.0,29.6,4,23,11,47.8,0.78,0.37,0.17,0.36,12.8,0.0,0,0,1.8,1.8,0.08,2.2,2.2,Damien Da Silva
Bryan Dabo,BFA,MF,Benevento,Serie A,28.0,1992.0,12.4,0,12,2,16.7,0.97,0.16,0.0,0.0,17.9,0.0,0,0,1.2,1.2,0.1,-1.2,-1.2,Bryan Dabo
Moanes Dabour,ISR,FW,Hoffenheim,Bundesliga,28.0,1992.0,11.1,4,26,12,46.2,2.34,1.08,0.15,0.33,14.7,1.0,0,1,5.1,4.3,0.17,-1.1,-0.3,Moanes Dabour
Colin Dagba,FRA,DF,Paris S-G,Ligue 1,21.0,1998.0,15.1,1,7,1,14.3,0.46,0.07,0.14,1.0,20.6,0.0,0,0,0.3,0.3,0.04,0.7,0.7,Colin Dagba
Finn Dahmen,GER,GK,Mainz 05,Bundesliga,22.0,1998.0,3.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Finn Dahmen
Mahmoud Dahoud,GER,MF,Dortmund,Bundesliga,24.0,1996.0,14.0,1,16,5,31.3,1.14,0.36,0.06,0.2,25.9,1.0,0,0,0.5,0.5,0.03,0.5,0.5,Mahmoud Dahoud
Leon Dajaku,GER,FW,Union Berlin,Bundesliga,19.0,2001.0,0.4,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Leon Dajaku
Stuart Dallas,NIR,DFMF,Leeds United,Premier League,29.0,1991.0,37.9,8,48,18,37.5,1.27,0.48,0.17,0.44,19.7,0.0,0,0,4.6,4.6,0.1,3.4,3.4,Stuart Dallas
Diogo Dalot,POR,DF,Milan,Serie A,21.0,1999.0,12.1,1,10,5,50.0,0.83,0.41,0.1,0.2,20.4,0.0,0,0,0.7,0.7,0.07,0.3,0.3,Diogo Dalot
Mikkel Damsgaard,DEN,MFFW,Sampdoria,Serie A,20.0,2000.0,19.7,2,24,8,33.3,1.22,0.41,0.08,0.25,18.9,3.0,0,0,2.4,2.4,0.1,-0.4,-0.4,Mikkel Damsgaard
Flavius Daniliuc,AUT,DF,Nice,Ligue 1,19.0,2001.0,16.4,1,8,1,12.5,0.49,0.06,0.13,1.0,17.7,0.0,0,0,0.8,0.8,0.1,0.2,0.2,Flavius Daniliuc
Danilo,BRA,DF,Juventus,Serie A,29.0,1991.0,32.4,1,18,2,11.1,0.56,0.06,0.06,0.5,21.3,0.0,0,0,1.2,1.2,0.07,-0.2,-0.2,Danilo
Scott Dann,ENG,DF,Crystal Palace,Premier League,33.0,1987.0,15.0,1,5,2,40.0,0.33,0.13,0.2,0.5,9.2,0.0,0,0,0.3,0.3,0.07,0.7,0.7,Scott Dann
Tiago Dantas,POR,MF,Bayern Munich,Bundesliga,19.0,2000.0,0.8,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Tiago Dantas
Dante,BRA,DF,Nice,Ligue 1,36.0,1983.0,8.6,2,6,2,33.3,0.7,0.23,0.33,1.0,12.1,1.0,0,0,0.6,0.6,0.09,1.4,1.4,Dante
Andrea Danzi,ITA,MFDF,Hellas Verona,Serie A,21.0,1999.0,1.2,0,1,0,0.0,0.87,0.0,0.0,,23.0,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Andrea Danzi
Ebrima Darboe,GAM,MF,Roma,Serie A,19.0,2001.0,3.6,0,3,0,0.0,0.84,0.0,0.0,,24.6,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Ebrima Darboe
Márton Dárdai,GER,DF,Hertha BSC,Bundesliga,18.0,2002.0,9.1,0,2,0,0.0,0.22,0.0,0.0,,18.0,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,Marton Dardai
Vladimír Darida,CZE,MF,Hertha BSC,Bundesliga,29.0,1990.0,21.1,1,27,6,22.2,1.28,0.28,0.04,0.17,22.6,1.0,0,0,1.4,1.4,0.05,-0.4,-0.4,Vladimir Darida
Karl Darlow,ENG,GK,Newcastle Utd,Premier League,29.0,1990.0,25.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Karl Darlow
Matteo Darmian,ITA,DF,Inter,Serie A,30.0,1989.0,12.9,3,9,5,55.6,0.7,0.39,0.33,0.6,13.8,0.0,0,0,1.2,1.2,0.14,1.8,1.8,Matteo Darmian
Matteo Darmian,ITA,DF,Parma,Serie A,30.0,1989.0,2.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matteo Darmian
Jonathan David,CAN,FW,Lille,Ligue 1,20.0,2000.0,26.2,13,55,33,60.0,2.1,1.26,0.24,0.39,15.0,0.0,0,0,9.8,9.8,0.18,3.2,3.2,Jonathan David
Alphonso Davies,CAN,DF,Bayern Munich,Bundesliga,19.0,2000.0,19.6,1,4,3,75.0,0.2,0.15,0.25,0.33,22.1,0.0,0,0,0.2,0.2,0.04,0.8,0.8,Alphonso Davies
Ben Davies,WAL,DF,Tottenham,Premier League,27.0,1993.0,15.0,0,3,0,0.0,0.2,0.0,0.0,,13.0,0.0,0,0,0.2,0.2,0.07,-0.2,-0.2,Ben Davies
Tom Davies,ENG,MF,Everton,Premier League,22.0,1998.0,15.8,0,7,0,0.0,0.44,0.0,0.0,,24.6,0.0,0,0,0.2,0.2,0.02,-0.2,-0.2,Tom Davies
Keinan Davis,ENG,FWMF,Aston Villa,Premier League,22.0,1998.0,3.1,1,9,2,22.2,2.92,0.65,0.11,0.5,9.6,0.0,0,0,1.0,1.0,0.12,0.0,0.0,Keinan Davis
Leif Davis,ENG,DF,Leeds United,Premier League,20.0,2000.0,0.4,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Leif Davis
Paweł Dawidowicz,POL,DF,Hellas Verona,Serie A,25.0,1995.0,20.7,0,16,4,25.0,0.77,0.19,0.0,0.0,10.6,0.0,0,0,1.3,1.3,0.09,-1.3,-1.3,Pawel Dawidowicz
Craig Dawson,ENG,DF,West Ham,Premier League,30.0,1990.0,21.4,3,16,5,31.3,0.75,0.23,0.19,0.6,8.3,0.0,0,0,1.7,1.7,0.11,1.3,1.3,Craig Dawson
Kevin De Bruyne,BEL,MF,Manchester City,Premier League,29.0,1991.0,22.2,6,79,25,31.6,3.56,1.13,0.05,0.16,20.2,10.0,2,3,9.7,7.4,0.09,-3.7,-3.4,Kevin De Bruyne
Sebastien De Maio,FRA,DF,Udinese,Serie A,33.0,1987.0,9.5,0,5,1,20.0,0.53,0.11,0.0,0.0,12.3,0.0,0,0,0.3,0.3,0.06,-0.3,-0.3,Sebastien De Maio
Rodrigo De Paul,ARG,MF,Udinese,Serie A,26.0,1994.0,35.6,9,80,19,23.8,2.25,0.53,0.08,0.32,24.0,10.0,3,3,6.6,4.3,0.06,2.4,1.7,Rodrigo De Paul
Mattia De Sciglio,ITA,DF,Lyon,Ligue 1,27.0,1992.0,16.3,0,4,2,50.0,0.25,0.12,0.0,0.0,24.5,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,Mattia De Sciglio
Mattia De Sciglio,ITA,DF,Juventus,Serie A,27.0,1992.0,0.3,0,1,0,0.0,3.75,0.0,0.0,,20.1,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Mattia De Sciglio
Lorenzo De Silvestri,ITA,DF,Bologna,Serie A,32.0,1988.0,23.8,2,12,7,58.3,0.5,0.29,0.17,0.29,10.5,0.0,0,0,2.3,2.3,0.19,-0.3,-0.3,Lorenzo De Silvestri
Thibault De Smet,BEL,DF,Reims,Ligue 1,22.0,1998.0,5.5,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Thibault De Smet
Lucas Deaux,FRA,MFDF,Nîmes,Ligue 1,31.0,1988.0,19.5,1,14,6,42.9,0.72,0.31,0.07,0.17,17.8,0.0,0,0,0.9,0.9,0.07,0.1,0.1,Lucas Deaux
Mathieu Debuchy,FRA,DF,Saint-Étienne,Ligue 1,35.0,1985.0,23.4,2,26,7,26.9,1.11,0.3,0.08,0.29,12.7,0.0,0,0,2.6,2.6,0.1,-0.6,-0.6,Mathieu Debuchy
Grégoire Defrel,MTQ,FWMF,Sassuolo,Serie A,29.0,1991.0,14.9,3,22,9,40.9,1.48,0.61,0.14,0.33,16.3,0.0,0,0,2.8,2.8,0.13,0.2,0.2,Gregoire Defrel
Alessandro Deiola,ITA,MF,Spezia,Serie A,24.0,1995.0,4.0,0,5,1,20.0,1.25,0.25,0.0,0.0,23.6,1.0,0,0,0.2,0.2,0.04,-0.2,-0.2,Alessandro Deiola
Alessandro Deiola,ITA,MF,Cagliari,Serie A,24.0,1995.0,6.8,0,6,1,16.7,0.88,0.15,0.0,0.0,22.2,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Alessandro Deiola
Romain Del Castillo,FRA,MFFW,Rennes,Ligue 1,24.0,1996.0,7.2,0,17,5,29.4,2.35,0.69,0.0,0.0,20.4,1.0,0,0,1.2,1.2,0.07,-1.2,-1.2,Romain Del Castillo
Lorenzo Del Pinto,ITA,MF,Benevento,Serie A,30.0,1990.0,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Lorenzo Del Pinto
Thomas Delaine,FRA,DF,Metz,Ligue 1,28.0,1992.0,19.8,3,17,10,58.8,0.86,0.51,0.18,0.3,20.6,0.0,0,0,1.1,1.1,0.07,1.9,1.9,Thomas Delaine
Thomas Delaney,DEN,MF,Dortmund,Bundesliga,28.0,1991.0,14.3,1,8,3,37.5,0.56,0.21,0.13,0.33,13.1,0.0,0,0,0.4,0.4,0.05,0.6,0.6,Thomas Delaney
Liam Delap,ENG,FW,Manchester City,Premier League,17.0,2003.0,0.4,0,1,0,0.0,2.25,0.0,0.0,,12.0,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Liam Delap
Jonathan Delaplace,FRA,DF,Lorient,Ligue 1,34.0,1986.0,10.1,0,5,0,0.0,0.5,0.0,0.0,,23.0,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Jonathan Delaplace
Sacha Delaye,FRA,MF,Montpellier,Ligue 1,18.0,2002.0,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Sacha Delaye
Cristian Dell'Orco,ITA,DF,Spezia,Serie A,26.0,1994.0,2.9,0,1,0,0.0,0.34,0.0,0.0,,6.7,0.0,0,0,0.1,0.1,0.08,-0.1,-0.1,Cristian DellOrco
Andy Delort,ALG,FW,Montpellier,Ligue 1,28.0,1991.0,27.6,15,91,34,37.4,3.3,1.23,0.16,0.44,16.0,2.0,0,1,10.8,10.0,0.11,4.2,5.0,Andy Delort
Fabian Delph,ENG,MFDF,Everton,Premier League,30.0,1989.0,3.0,0,1,0,0.0,0.34,0.0,0.0,,30.4,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Fabian Delph
Moussa Dembélé,FRA,FW,Lyon,Ligue 1,24.0,1996.0,7.5,1,27,8,29.6,3.59,1.06,0.04,0.13,13.6,1.0,0,0,3.8,3.8,0.14,-2.8,-2.8,Moussa Dembele
Moussa Dembélé,FRA,FWMF,Atlético Madrid,La Liga,24.0,1996.0,1.1,0,6,2,33.3,5.4,1.8,0.0,0.0,10.8,0.0,0,0,1.0,1.0,0.17,-1.0,-1.0,Moussa Dembele
Ousmane Dembélé,FRA,FWDF,Barcelona,La Liga,23.0,1997.0,19.7,6,55,20,36.4,2.79,1.01,0.11,0.3,17.2,0.0,0,0,5.6,5.6,0.1,0.4,0.4,Ousmane Dembele
Merih Demiral,TUR,DF,Juventus,Serie A,22.0,1998.0,10.4,0,7,2,28.6,0.67,0.19,0.0,0.0,10.3,0.0,0,0,0.7,0.7,0.1,-0.7,-0.7,Merih Demiral
Kerem Demirbay,GER,MF,Leverkusen,Bundesliga,27.0,1993.0,19.4,4,44,13,29.5,2.27,0.67,0.09,0.31,23.3,5.0,0,0,2.4,2.4,0.05,1.6,1.6,Kerem Demirbay
Ermedin Demirović,BIH,FW,Freiburg,Bundesliga,22.0,1998.0,16.6,5,40,19,47.5,2.4,1.14,0.13,0.26,13.7,0.0,0,0,4.7,4.7,0.12,0.3,0.3,Ermedin Demirovic
Diego Demme,GER,MF,Napoli,Serie A,28.0,1991.0,17.7,2,14,5,35.7,0.79,0.28,0.14,0.4,15.5,0.0,0,0,1.4,1.4,0.1,0.6,0.6,Diego Demme
Jason Denayer,BEL,DF,Lyon,Ligue 1,25.0,1995.0,29.0,1,5,1,20.0,0.17,0.03,0.2,1.0,16.8,0.0,0,0,0.5,0.5,0.1,0.5,0.5,Jason Denayer
Leander Dendoncker,BEL,MFDF,Wolves,Premier League,25.0,1995.0,27.8,1,32,8,25.0,1.15,0.29,0.03,0.13,13.5,0.0,0,0,3.3,3.3,0.1,-2.3,-2.3,Leander Dendoncker
Kevin Denkey,TOG,FW,Nîmes,Ligue 1,19.0,2000.0,5.8,1,17,8,47.1,2.92,1.37,0.06,0.13,15.3,0.0,0,0,1.8,1.8,0.1,-0.8,-0.8,Kevin Denkey
Emmanuel Dennis,NGA,FW,Köln,Bundesliga,22.0,1997.0,5.3,0,5,0,0.0,0.95,0.0,0.0,,12.7,0.0,0,0,0.6,0.6,0.11,-0.6,-0.6,Emmanuel Dennis
Stefano Denswil,NED,DF,Bologna,Serie A,27.0,1993.0,1.3,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Stefano Denswil
Fabio Depaoli,ITA,DF,Benevento,Serie A,23.0,1997.0,12.4,0,7,1,14.3,0.56,0.08,0.0,0.0,21.9,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Fabio Depaoli
Fabio Depaoli,ITA,MF,Sampdoria,Serie A,23.0,1997.0,0.9,0,2,1,50.0,2.34,1.17,0.0,0.0,17.3,0.0,0,0,0.2,0.2,0.08,-0.2,-0.2,Fabio Depaoli
Fabio Depaoli,ITA,DF,Atalanta,Serie A,23.0,1997.0,2.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Fabio Depaoli
Memphis Depay,NED,FW,Lyon,Ligue 1,26.0,1994.0,32.5,20,102,45,44.1,3.14,1.39,0.12,0.27,21.1,14.0,8,8,17.7,11.7,0.11,2.3,0.3,Memphis Depay
Clément Depres,FRA,MF,Nîmes,Ligue 1,25.0,1994.0,0.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Clement Depres
Mike van der Hoorn,NED,DF,Arminia,Bundesliga,27.0,1992.0,15.1,0,4,2,50.0,0.27,0.13,0.0,0.0,10.0,0.0,0,0,0.3,0.3,0.08,-0.3,-0.3,Mike van der Hoorn
Kastriot Dermaku,ALB,DF,Parma,Serie A,28.0,1992.0,1.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Kastriot Dermaku
Kiril Despodov,BUL,FW,Cagliari,Serie A,23.0,1996.0,0.1,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Kiril Despodov
Sergiño Dest,USA,DF,Barcelona,La Liga,19.0,2000.0,21.2,2,14,5,35.7,0.66,0.24,0.14,0.4,15.6,0.0,0,0,2.5,2.5,0.18,-0.5,-0.5,Sergino Dest
Mattia Destro,ITA,FW,Genoa,Serie A,29.0,1991.0,17.8,11,38,23,60.5,2.13,1.29,0.29,0.48,12.0,0.0,0,0,6.8,6.8,0.18,4.2,4.2,Mattia Destro
Gerard Deulofeu,ESP,FW,Udinese,Serie A,26.0,1994.0,6.6,1,16,9,56.3,2.41,1.35,0.06,0.11,17.1,1.0,0,0,1.3,1.3,0.08,-0.3,-0.3,Gerard Deulofeu
Deyverson,BRA,FW,Alavés,La Liga,29.0,1991.0,9.7,1,14,2,14.3,1.44,0.21,0.07,0.5,16.6,0.0,0,0,1.8,1.8,0.13,-0.8,-0.8,Deyverson
Jacopo Dezi,ITA,FWMF,Parma,Serie A,28.0,1992.0,0.9,0,1,0,0.0,1.14,0.0,0.0,,20.0,0.0,0,0,0.0,0.0,0.05,0.0,0.0,Jacopo Dezi
Samuel Di Carmine,ITA,FW,Hellas Verona,Serie A,31.0,1988.0,5.6,0,9,2,22.2,1.62,0.36,0.0,0.0,9.7,0.0,0,0,1.6,1.6,0.17,-1.6,-1.6,Samuel Di Carmine
Samuel Di Carmine,ITA,FW,Crotone,Serie A,31.0,1988.0,5.3,0,6,1,16.7,1.14,0.19,0.0,0.0,11.0,0.0,0,0,0.4,0.4,0.07,-0.4,-0.4,Samuel Di Carmine
Giovanni Di Lorenzo,ITA,DF,Napoli,Serie A,26.0,1993.0,36.0,3,31,12,38.7,0.86,0.33,0.1,0.25,11.9,0.0,0,0,3.8,3.8,0.12,-0.8,-0.8,Giovanni Di Lorenzo
Ángel Di María,ARG,FWMF,Paris S-G,Ligue 1,32.0,1988.0,20.6,5,60,18,30.0,2.91,0.87,0.08,0.28,20.8,6.0,0,0,5.1,5.1,0.09,-0.1,-0.1,Angel Di Maria
Alessandro Di Pardo,ITA,MFDF,Juventus,Serie A,21.0,1999.0,0.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Alessandro Di Pardo
Giuseppe Di Serio,ITA,FWMF,Benevento,Serie A,19.0,2001.0,3.2,0,5,2,40.0,1.54,0.62,0.0,0.0,15.5,0.0,0,0,0.6,0.6,0.13,-0.6,-0.6,Giuseppe Di Serio
Boulaye Dia,SEN,FWMF,Reims,Ligue 1,23.0,1996.0,32.6,14,58,22,37.9,1.78,0.68,0.16,0.41,15.9,0.0,5,5,13.2,9.4,0.16,0.8,-0.4,Boulaye Dia
Abdoulay Diaby,MLI,MF,Getafe,La Liga,29.0,1991.0,0.2,0,1,0,0.0,5.0,0.0,0.0,,14.0,0.0,0,0,0.3,0.3,0.34,-0.3,-0.3,Abdoulay Diaby
Moussa Diaby,FRA,FWMF,Leverkusen,Bundesliga,21.0,1999.0,26.5,4,51,25,49.0,1.92,0.94,0.08,0.16,18.5,0.0,0,0,5.6,5.6,0.11,-1.6,-1.6,Moussa Diaby
Mbaye Diagne,SEN,FW,West Brom,Premier League,28.0,1991.0,13.2,3,25,9,36.0,1.89,0.68,0.12,0.33,10.0,0.0,0,0,5.0,5.0,0.2,-2.0,-2.0,Mbaye Diagne
Mouctar Diakhaby,FRA,DF,Valencia,La Liga,23.0,1996.0,23.1,1,11,4,36.4,0.48,0.17,0.09,0.25,10.0,0.0,0,0,1.1,1.1,0.1,-0.1,-0.1,Mouctar Diakhaby
Abdou Diallo,SEN,DF,Paris S-G,Ligue 1,24.0,1996.0,16.6,0,4,0,0.0,0.24,0.0,0.0,,11.0,0.0,0,0,0.3,0.3,0.07,-0.3,-0.3,Abdou Diallo
Amad Diallo,CIV,FW,Manchester Utd,Premier League,18.0,2002.0,1.8,0,1,1,100.0,0.54,0.54,0.0,0.0,22.6,0.0,0,0,0.0,0.0,0.04,0.0,0.0,Amad Diallo
Amad Diallo,CIV,MF,Atalanta,Serie A,18.0,2002.0,0.2,0,1,0,0.0,6.43,0.0,0.0,,21.5,0.0,0,0,0.0,0.0,0.03,0.0,0.0,Amad Diallo
Habib Diallo,SEN,FW,Strasbourg,Ligue 1,25.0,1995.0,25.8,9,53,19,35.8,2.05,0.74,0.15,0.42,16.4,0.0,1,1,7.2,6.4,0.12,1.8,1.6,Habib Diallo
Habib Diallo,SEN,FW,Metz,Ligue 1,25.0,1995.0,1.6,0,2,0,0.0,1.26,0.0,0.0,,9.6,0.0,0,0,0.4,0.4,0.19,-0.4,-0.4,Habib Diallo
Ibrahima Diallo,FRA,MF,Southampton,Premier League,21.0,1999.0,11.3,0,8,2,25.0,0.71,0.18,0.0,0.0,20.6,0.0,0,0,0.6,0.6,0.08,-0.6,-0.6,Ibrahima Diallo
Ibrahima Diallo,FRA,MF,Brest,Ligue 1,21.0,1999.0,4.9,0,1,0,0.0,0.2,0.0,0.0,,31.0,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Ibrahima Diallo
Amadou Diambo,GHA,FW,Benevento,Serie A,19.0,2001.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Amadou Diambo
Grady Diangana,ENG,MFFW,West Brom,Premier League,22.0,1998.0,13.7,1,14,5,35.7,1.02,0.36,0.07,0.2,16.6,0.0,0,0,1.2,1.2,0.09,-0.2,-0.2,Grady Diangana
Stéphane Diarra,FRA,FWMF,Lorient,Ligue 1,21.0,1998.0,2.2,0,2,2,100.0,0.91,0.91,0.0,0.0,21.9,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,Stephane Diarra
Raphael Dias Belloli,BRA,MF,Leeds United,Premier League,23.0,1996.0,26.2,6,68,27,39.7,2.59,1.03,0.09,0.22,16.3,4.0,0,0,6.0,6.0,0.09,0.0,0.0,Raphael Dias Belloli
Raphael Dias Belloli,BRA,FWMF,Rennes,Ligue 1,23.0,1996.0,4.5,1,11,3,27.3,2.45,0.67,0.09,0.33,18.0,3.0,0,0,1.2,1.2,0.11,-0.2,-0.2,Raphael Dias Belloli
Rúben Dias,POR,DF,Manchester City,Premier League,23.0,1997.0,31.6,1,14,7,50.0,0.44,0.22,0.07,0.14,7.5,0.0,0,0,2.4,2.4,0.17,-1.4,-1.4,Ruben Dias
Krepin Diatta,SEN,MFDF,Monaco,Ligue 1,21.0,1999.0,4.3,1,3,1,33.3,0.69,0.23,0.33,1.0,14.3,0.0,0,0,0.5,0.5,0.18,0.5,0.5,Krepin Diatta
Amadou Diawara,GUI,MF,Roma,Serie A,23.0,1997.0,7.3,1,7,4,57.1,0.96,0.55,0.14,0.25,20.3,0.0,0,0,1.1,1.1,0.16,-0.1,-0.1,Amadou Diawara
Brahim Díaz,ESP,MFFW,Milan,Serie A,20.0,1999.0,13.6,4,26,9,34.6,1.91,0.66,0.15,0.44,16.3,0.0,0,0,3.3,3.3,0.13,0.7,0.7,Brahim Diaz
Víctor Díaz,ESP,DF,Granada,La Liga,32.0,1988.0,9.2,0,5,1,20.0,0.54,0.11,0.0,0.0,26.7,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3,Victor Diaz
Daniel Didavi,GER,FWMF,Stuttgart,Bundesliga,30.0,1990.0,10.8,4,24,7,29.2,2.23,0.65,0.17,0.57,18.3,5.0,0,0,3.2,3.2,0.13,0.8,0.8,Daniel Didavi
Eric Dier,ENG,DF,Tottenham,Premier League,26.0,1994.0,28.0,0,14,2,14.3,0.5,0.07,0.0,0.0,21.5,8.0,0,0,0.9,0.9,0.06,-0.9,-0.9,Eric Dier
Daan Dierckx,BEL,DF,Parma,Serie A,17.0,2003.0,5.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Daan Dierckx
Lucas Digne,FRA,DF,Everton,Premier League,27.0,1993.0,29.8,0,13,0,0.0,0.44,0.0,0.0,,23.2,3.0,0,0,0.6,0.6,0.04,-0.6,-0.6,Lucas Digne
Virgil van Dijk,NED,DF,Liverpool,Premier League,29.0,1991.0,4.1,1,4,2,50.0,0.97,0.49,0.25,0.5,13.5,0.0,0,0,0.3,0.3,0.08,0.7,0.7,Virgil van Dijk
Mitchell Dijks,NED,DF,Bologna,Serie A,27.0,1993.0,16.5,0,2,0,0.0,0.12,0.0,0.0,,14.5,0.0,0,0,0.0,0.0,0.02,0.0,0.0,Mitchell Dijks
Javairô Dilrosun,NED,FWMF,Hertha BSC,Bundesliga,22.0,1998.0,5.9,0,8,1,12.5,1.36,0.17,0.0,0.0,17.4,0.0,0,0,0.8,0.8,0.1,-0.8,-0.8,Javairo Dilrosun
Federico Dimarco,ITA,DF,Hellas Verona,Serie A,22.0,1997.0,29.0,5,38,14,36.8,1.31,0.48,0.13,0.36,20.5,6.0,0,0,2.3,2.3,0.06,2.7,2.7,Federico Dimarco
Tristan Dingomé,CMR,MF,Reims,Ligue 1,29.0,1991.0,0.2,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Tristan Dingome
Eren Dinkçi,GER,FWMF,Werder Bremen,Bundesliga,18.0,2001.0,1.2,1,3,2,66.7,2.5,1.67,0.33,0.5,11.3,0.0,0,0,0.4,0.4,0.15,0.6,0.6,Eren Dinkci
Sinaly Diomande,CIV,DF,Lyon,Ligue 1,19.0,2001.0,12.6,0,16,3,18.8,1.27,0.24,0.0,0.0,14.5,0.0,0,0,1.0,1.0,0.06,-1.0,-1.0,Sinaly Diomande
Lois Diony,FRA,FW,Angers,Ligue 1,27.0,1992.0,19.4,5,28,14,50.0,1.44,0.72,0.14,0.29,15.9,0.0,1,1,4.3,3.6,0.13,0.7,0.4,Lois Diony
Issa Diop,FRA,DF,West Ham,Premier League,23.0,1997.0,15.3,2,3,2,66.7,0.2,0.13,0.67,1.0,8.2,0.0,0,0,0.3,0.3,0.11,1.7,1.7,Issa Diop
Papakouli Diop,SEN,MF,Eibar,La Liga,34.0,1986.0,25.8,1,28,9,32.1,1.08,0.35,0.04,0.11,17.8,0.0,0,0,1.9,1.9,0.07,-0.9,-0.9,Papakouli Diop
Sofiane Diop,FRA,MFFW,Monaco,Ligue 1,20.0,2000.0,22.5,7,43,17,39.5,1.91,0.76,0.16,0.41,19.3,1.0,0,0,4.4,4.4,0.1,2.6,2.6,Sofiane Diop
