Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls_per90,Ast_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG,npxG,xA,npxG+xA,xG_per90,xA_per90,xG+xA_per90,npxG_per90,npxG+xA_per90,Name_no_spec_chars
Thierry Correia,POR,DF,Valencia,La Liga,21.0,1999.0,29,25,2137,23.7,1,1,1,0,0,6,1,0.04,0.04,0.08,0.04,0.08,1.0,1.0,1.3,2.3,0.04,0.06,0.1,0.04,0.1,Thierry Correia
Angelo da Costa Júnior,BRA,GK,Bologna,Serie A,36.0,1983.0,6,6,540,6.0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Angelo da Costa Junior
Danny da Costa,GER,DF,Mainz 05,Bundesliga,27.0,1993.0,16,15,1208,13.4,0,1,0,0,0,2,0,0.0,0.07,0.07,0.0,0.07,0.2,0.2,1.7,1.8,0.01,0.12,0.14,0.01,0.14,Danny da Costa
Danny da Costa,GER,DF,Eint Frankfurt,Bundesliga,27.0,1993.0,6,1,110,1.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.14,0.0,0.14,0.14,0.14,Danny da Costa
David Pereira da Costa,POR,MFFW,Lens,Ligue 1,19.0,2001.0,8,1,158,1.8,1,1,1,0,0,0,0,0.57,0.57,1.14,0.57,1.14,0.7,0.7,0.1,0.9,0.43,0.07,0.49,0.43,0.49,David Pereira da Costa
Diego Costa,ESP,FW,Atlético Madrid,La Liga,31.0,1988.0,7,2,208,2.3,2,0,1,1,1,1,0,0.87,0.0,0.87,0.43,0.43,1.4,0.6,0.3,1.0,0.6,0.14,0.74,0.27,0.41,Diego Costa
Douglas Costa,BRA,FWMF,Bayern Munich,Bundesliga,29.0,1990.0,11,3,320,3.6,1,1,1,0,0,0,0,0.28,0.28,0.56,0.28,0.56,0.1,0.1,0.7,0.8,0.04,0.19,0.23,0.04,0.23,Douglas Costa
Douglas Costa,BRA,MFFW,Juventus,Serie A,29.0,1990.0,2,0,42,0.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Douglas Costa
Hélder Costa,POR,MFFW,Leeds United,Premier League,26.0,1994.0,22,13,1156,12.8,3,3,3,0,0,0,0,0.23,0.23,0.47,0.23,0.47,2.0,2.0,0.9,2.9,0.16,0.07,0.23,0.16,0.23,Helder Costa
Jaume Costa,ESP,DFMF,Villarreal,La Liga,32.0,1988.0,14,3,351,3.9,0,1,0,0,0,1,0,0.0,0.26,0.26,0.0,0.26,0.1,0.1,0.3,0.4,0.02,0.08,0.09,0.02,0.09,Jaume Costa
Charles Costes,FRA,MF,Dijon,Ligue 1,17.0,2002.0,1,0,2,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Charles Costes
Benoît Costil,FRA,GK,Bordeaux,Ligue 1,33.0,1987.0,38,38,3420,38.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benoit Costil
Vladimír Coufal,CZE,DF,West Ham,Premier League,27.0,1992.0,34,34,3054,33.9,0,7,0,0,0,3,0,0.0,0.21,0.21,0.0,0.21,1.2,1.2,4.6,5.8,0.04,0.14,0.17,0.04,0.17,Vladimir Coufal
Kalifa Coulibaly,MLI,FW,Nantes,Ligue 1,28.0,1991.0,17,11,981,10.9,3,1,2,1,1,2,0,0.28,0.09,0.37,0.18,0.28,3.0,2.2,0.5,2.7,0.28,0.04,0.32,0.21,0.25,Kalifa Coulibaly
Lassana Coulibaly,MLI,MFFW,Angers,Ligue 1,24.0,1996.0,29,18,1687,18.7,1,1,1,0,0,4,1,0.05,0.05,0.11,0.05,0.11,0.7,0.7,1.3,1.9,0.04,0.07,0.1,0.04,0.1,Lassana Coulibaly
Mamadou Coulibaly,SEN,MF,Udinese,Serie A,21.0,1999.0,3,2,184,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.06,0.06,0.12,0.06,0.12,Mamadou Coulibaly
Senou Coulibaly,MLI,DF,Dijon,Ligue 1,25.0,1994.0,22,22,1934,21.5,2,0,2,0,0,6,1,0.09,0.0,0.09,0.09,0.09,0.7,0.7,0.0,0.7,0.03,0.0,0.03,0.03,0.03,Senou Coulibaly
Tanguy Coulibaly,FRA,DFFW,Stuttgart,Bundesliga,19.0,2001.0,31,17,1506,16.7,2,1,2,0,0,2,0,0.12,0.06,0.18,0.12,0.18,3.2,3.2,1.8,5.0,0.19,0.11,0.3,0.19,0.3,Tanguy Coulibaly
Thibaut Courtois,BEL,GK,Real Madrid,La Liga,28.0,1992.0,38,38,3420,38.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thibaut Courtois
Philippe Coutinho,BRA,MFFW,Barcelona,La Liga,28.0,1992.0,12,8,654,7.3,2,2,2,0,0,0,0,0.28,0.28,0.55,0.28,0.55,3.9,3.9,0.9,4.7,0.53,0.12,0.65,0.53,0.65,Philippe Coutinho
Nicolas Cozza,FRA,DF,Montpellier,Ligue 1,21.0,1999.0,20,15,1369,15.2,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.8,0.02,0.03,0.05,0.02,0.05,Nicolas Cozza
Alessio Cragno,ITA,GK,Cagliari,Serie A,26.0,1994.0,34,34,3060,34.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.01,0.01,0.0,0.01,Alessio Cragno
Gian Crespi,ITA,GK,Crotone,Serie A,19.0,2001.0,1,1,90,1.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gian Crespi
Aaron Cresswell,ENG,DF,West Ham,Premier League,30.0,1989.0,36,36,3170,35.2,0,8,0,0,0,3,0,0.0,0.23,0.23,0.0,0.23,0.9,0.9,5.9,6.9,0.03,0.17,0.19,0.03,0.19,Aaron Cresswell
Domenico Criscito,ITA,DF,Genoa,Serie A,33.0,1986.0,23,20,1726,19.2,1,0,0,1,1,6,0,0.05,0.0,0.05,0.0,0.0,0.9,0.1,0.4,0.5,0.05,0.02,0.07,0.01,0.03,Domenico Criscito
Bryan Cristante,ITA,DFMF,Roma,Serie A,25.0,1995.0,34,22,2155,23.9,1,3,1,0,0,8,0,0.04,0.13,0.17,0.04,0.17,2.2,2.2,0.9,3.1,0.09,0.04,0.13,0.09,0.13,Bryan Cristante
Giovanni Crociata,ITA,DFMF,Crotone,Serie A,22.0,1997.0,2,0,26,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.52,0.52,0.0,0.52,Giovanni Crociata
Juan Cruz Armada,ESP,DF,Osasuna,La Liga,28.0,1992.0,26,23,1962,21.8,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.02,0.02,0.0,0.02,Juan Cruz Armada
Juan Cuadrado,COL,DFMF,Juventus,Serie A,32.0,1988.0,30,26,2175,24.2,2,10,1,1,1,9,1,0.08,0.41,0.5,0.04,0.46,2.0,1.2,7.2,8.4,0.08,0.3,0.38,0.05,0.35,Juan Cuadrado
Adrián Cubas,PAR,MF,Nîmes,Ligue 1,24.0,1996.0,27,27,2242,24.9,1,0,1,0,0,6,1,0.04,0.0,0.04,0.04,0.04,0.5,0.5,0.6,1.1,0.02,0.03,0.04,0.02,0.04,Adrian Cubas
Sergio Cubero Ezcurra,ESP,MF,Eibar,La Liga,20.0,1999.0,1,0,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sergio Cubero Ezcurra
Cucho,COL,FWMF,Getafe,La Liga,21.0,1999.0,23,18,1466,16.3,2,3,2,0,0,5,0,0.12,0.18,0.31,0.12,0.31,2.5,2.5,1.1,3.7,0.16,0.07,0.23,0.16,0.23,Cucho
Marc Cucurella,ESP,MF,Getafe,La Liga,22.0,1998.0,37,37,3244,36.0,3,2,3,0,0,8,0,0.08,0.06,0.14,0.08,0.14,1.7,1.7,3.0,4.8,0.05,0.08,0.13,0.05,0.13,Marc Cucurella
Mickaël Cuisance,FRA,FW,Bayern Munich,Bundesliga,20.0,1999.0,1,0,18,0.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mickael Cuisance
Mickaël Cuisance,FRA,MF,Marseille,Ligue 1,20.0,1999.0,23,11,1024,11.4,2,1,2,0,0,3,0,0.18,0.09,0.26,0.18,0.26,0.9,0.9,0.7,1.6,0.08,0.06,0.14,0.08,0.14,Mickael Cuisance
Matheus Cunha,BRA,FWMF,Hertha BSC,Bundesliga,21.0,1999.0,27,25,2149,23.9,7,4,5,2,3,9,0,0.29,0.17,0.46,0.21,0.38,8.1,5.8,5.0,10.8,0.34,0.21,0.55,0.24,0.45,Matheus Cunha
Giuseppe Cuomo,ITA,DF,Crotone,Serie A,22.0,1998.0,13,8,801,8.9,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.02,0.0,0.02,0.02,0.02,Giuseppe Cuomo
Patrick Cutrone,ITA,FWMF,Fiorentina,Serie A,22.0,1998.0,11,0,196,2.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.09,0.0,0.09,0.09,0.09,Patrick Cutrone
Patrick Cutrone,ITA,FWMF,Wolves,Premier League,22.0,1998.0,2,0,25,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.61,0.0,0.61,0.61,0.61,Patrick Cutrone
Patrick Cutrone,ITA,FW,Valencia,La Liga,22.0,1998.0,7,0,108,1.2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.7,0.46,0.14,0.6,0.46,0.6,Patrick Cutrone
Wylan Cyprien,FRA,MF,Parma,Serie A,25.0,1995.0,13,2,410,4.6,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.3,0.04,0.03,0.08,0.04,0.08,Wylan Cyprien
Rafael Czichos,GER,DF,Köln,Bundesliga,30.0,1990.0,28,26,2259,25.1,1,0,1,0,0,7,0,0.04,0.0,0.04,0.04,0.04,1.5,1.5,0.1,1.6,0.06,0.0,0.06,0.06,0.06,Rafael Czichos
Lennart-Marten Czyborra,GER,DF,Genoa,Serie A,21.0,1999.0,17,15,1173,13.0,1,0,1,0,0,2,0,0.08,0.0,0.08,0.08,0.08,0.3,0.3,0.2,0.5,0.02,0.02,0.04,0.02,0.04,Lennart Marten Czyborra
Danilo D'Ambrosio,ITA,DF,Inter,Serie A,31.0,1988.0,19,7,699,7.8,3,0,3,0,0,2,0,0.39,0.0,0.39,0.39,0.39,1.3,1.3,0.1,1.4,0.17,0.01,0.18,0.17,0.18,Danilo DAmbrosio
Damien Da Silva,FRA,DF,Rennes,Ligue 1,32.0,1988.0,30,30,2661,29.6,4,0,4,0,0,7,1,0.14,0.0,0.14,0.14,0.14,1.8,1.8,0.6,2.4,0.06,0.02,0.08,0.06,0.08,Damien Da Silva
Bryan Dabo,BFA,MF,Benevento,Serie A,28.0,1992.0,25,12,1117,12.4,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.3,1.5,0.09,0.03,0.12,0.09,0.12,Bryan Dabo
Moanes Dabour,ISR,FW,Hoffenheim,Bundesliga,28.0,1992.0,22,11,999,11.1,4,0,4,0,1,2,0,0.36,0.0,0.36,0.36,0.36,5.1,4.3,1.0,5.3,0.46,0.09,0.55,0.39,0.48,Moanes Dabour
Colin Dagba,FRA,DF,Paris S-G,Ligue 1,21.0,1998.0,25,15,1357,15.1,1,2,1,0,0,3,0,0.07,0.13,0.2,0.07,0.2,0.3,0.3,1.0,1.3,0.02,0.07,0.09,0.02,0.09,Colin Dagba
Finn Dahmen,GER,GK,Mainz 05,Bundesliga,22.0,1998.0,3,3,270,3.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Finn Dahmen
Mahmoud Dahoud,GER,MF,Dortmund,Bundesliga,24.0,1996.0,21,15,1258,14.0,1,1,1,0,0,2,0,0.07,0.07,0.14,0.07,0.14,0.5,0.5,1.2,1.7,0.04,0.08,0.12,0.04,0.12,Mahmoud Dahoud
Leon Dajaku,GER,FW,Union Berlin,Bundesliga,19.0,2001.0,2,0,37,0.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leon Dajaku
Stuart Dallas,NIR,DFMF,Leeds United,Premier League,29.0,1991.0,38,38,3409,37.9,8,2,8,0,0,7,0,0.21,0.05,0.26,0.21,0.26,4.6,4.6,2.1,6.7,0.12,0.05,0.18,0.12,0.18,Stuart Dallas
Diogo Dalot,POR,DF,Milan,Serie A,21.0,1999.0,21,10,1090,12.1,1,1,1,0,0,5,0,0.08,0.08,0.17,0.08,0.17,0.7,0.7,1.2,1.9,0.06,0.1,0.16,0.06,0.16,Diogo Dalot
Mikkel Damsgaard,DEN,MFFW,Sampdoria,Serie A,20.0,2000.0,35,18,1773,19.7,2,4,2,0,0,3,0,0.1,0.2,0.3,0.1,0.3,2.4,2.4,2.8,5.2,0.12,0.14,0.26,0.12,0.26,Mikkel Damsgaard
Flavius Daniliuc,AUT,DF,Nice,Ligue 1,19.0,2001.0,23,15,1477,16.4,1,0,1,0,0,0,0,0.06,0.0,0.06,0.06,0.06,0.8,0.8,0.3,1.0,0.05,0.02,0.06,0.05,0.06,Flavius Daniliuc
Danilo,BRA,DF,Juventus,Serie A,29.0,1991.0,34,32,2916,32.4,1,4,1,0,0,6,0,0.03,0.12,0.15,0.03,0.15,1.2,1.2,3.5,4.7,0.04,0.11,0.14,0.04,0.14,Danilo
Scott Dann,ENG,DF,Crystal Palace,Premier League,33.0,1987.0,15,15,1350,15.0,1,0,1,0,0,1,0,0.07,0.0,0.07,0.07,0.07,0.3,0.3,0.0,0.4,0.02,0.0,0.02,0.02,0.02,Scott Dann
Tiago Dantas,POR,MF,Bayern Munich,Bundesliga,19.0,2000.0,2,1,69,0.8,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Tiago Dantas
Dante,BRA,DF,Nice,Ligue 1,36.0,1983.0,9,9,774,8.6,2,1,2,0,0,2,0,0.23,0.12,0.35,0.23,0.35,0.6,0.6,0.2,0.8,0.07,0.02,0.09,0.07,0.09,Dante
Andrea Danzi,ITA,MFDF,Hellas Verona,Serie A,21.0,1999.0,2,1,104,1.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.03,0.05,0.07,0.03,0.07,Andrea Danzi
Ebrima Darboe,GAM,MF,Roma,Serie A,19.0,2001.0,5,4,323,3.6,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.03,0.01,0.04,0.03,0.04,Ebrima Darboe
Márton Dárdai,GER,DF,Hertha BSC,Bundesliga,18.0,2002.0,12,9,821,9.1,0,1,0,0,0,0,0,0.0,0.11,0.11,0.0,0.11,0.1,0.1,0.2,0.3,0.01,0.02,0.03,0.01,0.03,Marton Dardai
Vladimír Darida,CZE,MF,Hertha BSC,Bundesliga,29.0,1990.0,27,24,1903,21.1,1,6,1,0,0,5,1,0.05,0.28,0.33,0.05,0.33,1.4,1.4,5.8,7.2,0.07,0.27,0.34,0.07,0.34,Vladimir Darida
Karl Darlow,ENG,GK,Newcastle Utd,Premier League,29.0,1990.0,25,25,2250,25.0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Karl Darlow
Matteo Darmian,ITA,DF,Inter,Serie A,30.0,1989.0,26,14,1160,12.9,3,3,3,0,0,4,0,0.23,0.23,0.47,0.23,0.47,1.2,1.2,1.5,2.7,0.1,0.12,0.21,0.1,0.21,Matteo Darmian
Matteo Darmian,ITA,DF,Parma,Serie A,30.0,1989.0,3,2,208,2.3,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matteo Darmian
Jonathan David,CAN,FW,Lille,Ligue 1,20.0,2000.0,37,29,2354,26.2,13,2,13,0,0,0,0,0.5,0.08,0.57,0.5,0.57,9.8,9.8,3.1,13.0,0.38,0.12,0.5,0.38,0.5,Jonathan David
Alphonso Davies,CAN,DF,Bayern Munich,Bundesliga,19.0,2000.0,23,22,1763,19.6,1,2,1,0,0,2,1,0.05,0.1,0.15,0.05,0.15,0.2,0.2,0.8,1.0,0.01,0.04,0.05,0.01,0.05,Alphonso Davies
Ben Davies,WAL,DF,Tottenham,Premier League,27.0,1993.0,20,14,1346,15.0,0,1,0,0,0,1,0,0.0,0.07,0.07,0.0,0.07,0.2,0.2,0.6,0.9,0.01,0.04,0.06,0.01,0.06,Ben Davies
Tom Davies,ENG,MF,Everton,Premier League,22.0,1998.0,25,17,1423,15.8,0,1,0,0,0,3,0,0.0,0.06,0.06,0.0,0.06,0.2,0.2,1.0,1.1,0.01,0.06,0.07,0.01,0.07,Tom Davies
Keinan Davis,ENG,FWMF,Aston Villa,Premier League,22.0,1998.0,15,1,277,3.1,1,1,1,0,0,0,0,0.32,0.32,0.65,0.32,0.65,1.0,1.0,0.5,1.5,0.34,0.16,0.49,0.34,0.49,Keinan Davis
Leif Davis,ENG,DF,Leeds United,Premier League,20.0,2000.0,2,0,33,0.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leif Davis
Paweł Dawidowicz,POL,DF,Hellas Verona,Serie A,25.0,1995.0,30,22,1860,20.7,0,0,0,0,0,9,0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.0,1.4,0.06,0.0,0.07,0.06,0.07,Pawel Dawidowicz
Craig Dawson,ENG,DF,West Ham,Premier League,30.0,1990.0,22,22,1925,21.4,3,0,3,0,0,5,1,0.14,0.0,0.14,0.14,0.14,1.7,1.7,0.0,1.7,0.08,0.0,0.08,0.08,0.08,Craig Dawson
Kevin De Bruyne,BEL,MF,Manchester City,Premier League,29.0,1991.0,25,23,1997,22.2,6,12,4,2,3,1,0,0.27,0.54,0.81,0.18,0.72,9.7,7.4,10.2,17.6,0.44,0.46,0.9,0.34,0.79,Kevin De Bruyne
Sebastien De Maio,FRA,DF,Udinese,Serie A,33.0,1987.0,15,9,853,9.5,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.03,0.0,0.03,0.03,0.03,Sebastien De Maio
Rodrigo De Paul,ARG,MF,Udinese,Serie A,26.0,1994.0,36,36,3201,35.6,9,9,6,3,3,5,2,0.25,0.25,0.51,0.17,0.42,6.6,4.3,10.0,14.3,0.18,0.28,0.47,0.12,0.4,Rodrigo De Paul
Mattia De Sciglio,ITA,DF,Lyon,Ligue 1,27.0,1992.0,29,14,1467,16.3,0,1,0,0,0,4,1,0.0,0.06,0.06,0.0,0.06,0.1,0.1,1.5,1.6,0.01,0.09,0.1,0.01,0.1,Mattia De Sciglio
Mattia De Sciglio,ITA,DF,Juventus,Serie A,27.0,1992.0,1,0,24,0.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,Mattia De Sciglio
Lorenzo De Silvestri,ITA,DF,Bologna,Serie A,32.0,1988.0,29,25,2143,23.8,2,0,2,0,0,4,0,0.08,0.0,0.08,0.08,0.08,2.3,2.3,0.9,3.2,0.1,0.04,0.13,0.1,0.13,Lorenzo De Silvestri
Thibault De Smet,BEL,DF,Reims,Ligue 1,22.0,1998.0,8,6,496,5.5,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.08,0.08,0.0,0.08,Thibault De Smet
Lucas Deaux,FRA,MFDF,Nîmes,Ligue 1,31.0,1988.0,25,19,1754,19.5,1,2,1,0,0,4,1,0.05,0.1,0.15,0.05,0.15,0.9,0.9,1.0,1.9,0.05,0.05,0.1,0.05,0.1,Lucas Deaux
Mathieu Debuchy,FRA,DF,Saint-Étienne,Ligue 1,35.0,1985.0,26,25,2103,23.4,2,1,2,0,0,5,0,0.09,0.04,0.13,0.09,0.13,2.6,2.6,1.7,4.3,0.11,0.07,0.18,0.11,0.18,Mathieu Debuchy
Grégoire Defrel,MTQ,FWMF,Sassuolo,Serie A,29.0,1991.0,28,14,1337,14.9,3,3,3,0,0,1,0,0.2,0.2,0.4,0.2,0.4,2.8,2.8,1.3,4.1,0.19,0.09,0.28,0.19,0.28,Gregoire Defrel
Alessandro Deiola,ITA,MF,Spezia,Serie A,24.0,1995.0,12,4,360,4.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.6,0.05,0.1,0.15,0.05,0.15,Alessandro Deiola
Alessandro Deiola,ITA,MF,Cagliari,Serie A,24.0,1995.0,12,7,615,6.8,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.5,0.02,0.05,0.08,0.02,0.08,Alessandro Deiola
Romain Del Castillo,FRA,MFFW,Rennes,Ligue 1,24.0,1996.0,26,5,652,7.2,0,5,0,0,0,2,0,0.0,0.69,0.69,0.0,0.69,1.2,1.2,2.2,3.4,0.17,0.3,0.47,0.17,0.47,Romain Del Castillo
Lorenzo Del Pinto,ITA,MF,Benevento,Serie A,30.0,1990.0,1,0,11,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lorenzo Del Pinto
Thomas Delaine,FRA,DF,Metz,Ligue 1,28.0,1992.0,24,19,1779,19.8,3,2,3,0,0,4,0,0.15,0.1,0.25,0.15,0.25,1.1,1.1,0.8,1.9,0.06,0.04,0.1,0.06,0.1,Thomas Delaine
Thomas Delaney,DEN,MF,Dortmund,Bundesliga,28.0,1991.0,20,14,1286,14.3,1,1,1,0,0,6,0,0.07,0.07,0.14,0.07,0.14,0.4,0.4,0.2,0.6,0.03,0.01,0.04,0.03,0.04,Thomas Delaney
Liam Delap,ENG,FW,Manchester City,Premier League,17.0,2003.0,1,0,40,0.4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Liam Delap
Jonathan Delaplace,FRA,DF,Lorient,Ligue 1,34.0,1986.0,18,9,906,10.1,0,1,0,0,0,1,1,0.0,0.1,0.1,0.0,0.1,0.2,0.2,1.6,1.8,0.02,0.16,0.18,0.02,0.18,Jonathan Delaplace
Sacha Delaye,FRA,MF,Montpellier,Ligue 1,18.0,2002.0,1,0,7,0.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sacha Delaye
Cristian Dell'Orco,ITA,DF,Spezia,Serie A,26.0,1994.0,8,2,262,2.9,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.03,0.0,0.03,0.03,0.03,Cristian DellOrco
Andy Delort,ALG,FW,Montpellier,Ligue 1,28.0,1991.0,30,30,2482,27.6,15,9,15,0,1,4,0,0.54,0.33,0.87,0.54,0.87,10.8,10.0,5.9,15.9,0.39,0.21,0.6,0.36,0.58,Andy Delort
Fabian Delph,ENG,MFDF,Everton,Premier League,30.0,1989.0,8,2,266,3.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.01,0.03,0.04,0.01,0.04,Fabian Delph
Moussa Dembélé,FRA,FW,Lyon,Ligue 1,24.0,1996.0,16,6,677,7.5,1,0,1,0,0,3,0,0.13,0.0,0.13,0.13,0.13,3.8,3.8,0.7,4.5,0.51,0.09,0.59,0.51,0.59,Moussa Dembele
Moussa Dembélé,FRA,FWMF,Atlético Madrid,La Liga,24.0,1996.0,5,0,100,1.1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.1,0.92,0.02,0.95,0.92,0.95,Moussa Dembele
Ousmane Dembélé,FRA,FWDF,Barcelona,La Liga,23.0,1997.0,30,19,1774,19.7,6,3,6,0,0,2,0,0.3,0.15,0.46,0.3,0.46,5.6,5.6,4.9,10.6,0.29,0.25,0.54,0.29,0.54,Ousmane Dembele
Merih Demiral,TUR,DF,Juventus,Serie A,22.0,1998.0,15,10,940,10.4,0,1,0,0,0,1,0,0.0,0.1,0.1,0.0,0.1,0.7,0.7,0.1,0.8,0.07,0.01,0.07,0.07,0.07,Merih Demiral
Kerem Demirbay,GER,MF,Leverkusen,Bundesliga,27.0,1993.0,29,20,1744,19.4,4,3,4,0,0,2,0,0.21,0.15,0.36,0.21,0.36,2.4,2.4,2.6,5.0,0.12,0.13,0.26,0.12,0.26,Kerem Demirbay
Ermedin Demirović,BIH,FW,Freiburg,Bundesliga,22.0,1998.0,30,19,1498,16.6,5,6,5,0,0,7,0,0.3,0.36,0.66,0.3,0.66,4.7,4.7,3.1,7.8,0.28,0.19,0.47,0.28,0.47,Ermedin Demirovic
Diego Demme,GER,MF,Napoli,Serie A,28.0,1991.0,24,20,1590,17.7,2,3,2,0,0,6,0,0.11,0.17,0.28,0.11,0.28,1.4,1.4,1.6,3.0,0.08,0.09,0.17,0.08,0.17,Diego Demme
Jason Denayer,BEL,DF,Lyon,Ligue 1,25.0,1995.0,31,31,2614,29.0,1,0,1,0,0,1,0,0.03,0.0,0.03,0.03,0.03,0.5,0.5,0.0,0.5,0.02,0.0,0.02,0.02,0.02,Jason Denayer
Leander Dendoncker,BEL,MFDF,Wolves,Premier League,25.0,1995.0,33,28,2503,27.8,1,0,1,0,0,4,0,0.04,0.0,0.04,0.04,0.04,3.3,3.3,0.7,4.0,0.12,0.03,0.14,0.12,0.14,Leander Dendoncker
Kevin Denkey,TOG,FW,Nîmes,Ligue 1,19.0,2000.0,10,6,524,5.8,1,1,1,0,0,3,0,0.17,0.17,0.34,0.17,0.34,1.8,1.8,0.6,2.3,0.31,0.1,0.4,0.31,0.4,Kevin Denkey
Emmanuel Dennis,NGA,FW,Köln,Bundesliga,22.0,1997.0,9,6,474,5.3,0,1,0,0,0,0,0,0.0,0.19,0.19,0.0,0.19,0.6,0.6,1.2,1.7,0.1,0.22,0.33,0.1,0.33,Emmanuel Dennis
Stefano Denswil,NED,DF,Bologna,Serie A,27.0,1993.0,5,1,115,1.3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Stefano Denswil
