Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Tkl_Def_3rd,Tkl_Mid_3rd,Tkl_Att_3rd,Tkl_vs_Drib,Att_vs_Drib,Tkl%_vs_Drib,Past_vs_Drib,Press,Press_Succ,Press_Succ_%,Press_Def_3rd,Press_Mid_3rd,Press_Att_3rd,Blocks,Shot_Blocks,SoT_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err,Name_no_spec_chars
Junior Sambia,FRA,DFMF,Montpellier,Ligue 1,23.0,1996.0,27.2,53.0,35,25.0,21.0,7.0,25.0,39.0,64.1,14.0,288.0,95.0,33.0,109.0,119.0,60.0,45.0,14.0,0.0,31.0,34,87.0,61.0,0.0,Junior Sambia
Frédéric Sammaritano,FRA,FWMF,Dijon,Ligue 1,34.0,1986.0,12.6,14.0,9,6.0,6.0,2.0,7.0,29.0,24.1,22.0,196.0,51.0,26.0,63.0,92.0,41.0,12.0,1.0,0.0,11.0,8,22.0,2.0,0.0,Frederic Sammaritano
Fede San Emeterio,ESP,MF,Valladolid,La Liga,23.0,1997.0,16.2,31.0,18,20.0,10.0,1.0,6.0,27.0,22.2,21.0,321.0,83.0,25.9,120.0,178.0,23.0,33.0,9.0,0.0,24.0,15,46.0,38.0,0.0,Fede San Emeterio
Antonio Sanabria,PAR,FW,Torino,Serie A,24.0,1996.0,10.9,7.0,4,2.0,2.0,3.0,3.0,11.0,27.3,8.0,214.0,36.0,16.8,17.0,107.0,90.0,7.0,1.0,0.0,6.0,10,17.0,7.0,0.0,Antonio Sanabria
Antonio Sanabria,PAR,FW,Betis,La Liga,24.0,1996.0,10.4,7.0,6,0.0,5.0,2.0,1.0,4.0,25.0,3.0,137.0,30.0,21.9,2.0,57.0,78.0,6.0,0.0,0.0,6.0,2,9.0,8.0,1.0,Antonio Sanabria
Oihan Sancet,ESP,FWMF,Athletic Club,La Liga,20.0,2000.0,11.5,10.0,9,4.0,4.0,2.0,4.0,12.0,33.3,8.0,233.0,55.0,23.6,27.0,116.0,90.0,7.0,0.0,0.0,7.0,3,13.0,5.0,0.0,Oihan Sancet
Renato Sanches,POR,MF,Lille,Ligue 1,22.0,1997.0,14.1,19.0,12,4.0,12.0,3.0,6.0,29.0,20.7,23.0,234.0,65.0,27.8,55.0,123.0,56.0,18.0,2.0,0.0,16.0,17,36.0,9.0,0.0,Renato Sanches
Juan Sánchez Miño,ARG,DFMF,Elche,La Liga,30.0,1990.0,5.5,11.0,5,7.0,4.0,0.0,7.0,13.0,53.8,6.0,63.0,12.0,19.0,27.0,34.0,2.0,13.0,1.0,0.0,12.0,4,15.0,10.0,0.0,Juan Sanchez Mino
Alexis Sánchez,CHI,FW,Inter,Serie A,31.0,1988.0,12.7,16.0,10,4.0,7.0,5.0,2.0,15.0,13.3,13.0,261.0,63.0,24.1,37.0,109.0,115.0,9.0,1.0,0.0,8.0,11,27.0,2.0,0.0,Alexis Sanchez
Davinson Sánchez,COL,DF,Tottenham,Premier League,24.0,1996.0,16.5,40.0,25,31.0,9.0,0.0,19.0,30.0,63.3,11.0,155.0,49.0,31.6,104.0,44.0,7.0,19.0,12.0,0.0,7.0,14,54.0,123.0,0.0,Davinson Sanchez
Germán Sánchez,ESP,DF,Granada,La Liga,33.0,1986.0,29.3,26.0,11,15.0,10.0,1.0,10.0,25.0,40.0,15.0,167.0,58.0,34.7,88.0,72.0,7.0,46.0,30.0,0.0,16.0,25,51.0,220.0,3.0,German Sanchez
Javi Sánchez,ESP,DF,Valladolid,La Liga,23.0,1997.0,10.2,19.0,12,14.0,4.0,1.0,7.0,8.0,87.5,1.0,74.0,24.0,32.4,49.0,22.0,3.0,18.0,8.0,0.0,10.0,13,32.0,55.0,0.0,Javi Sanchez
Manuel Sánchez,ESP,DF,Osasuna,La Liga,19.0,2000.0,10.8,27.0,11,12.0,9.0,6.0,10.0,23.0,43.5,13.0,205.0,64.0,31.2,78.0,68.0,59.0,14.0,0.0,0.0,14.0,11,38.0,22.0,0.0,Manuel Sanchez
Manuel Sánchez,ESP,DF,Atlético Madrid,La Liga,19.0,2000.0,0.5,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,3.0,2.0,0.0,5.0,2.0,0.0,3.0,0,0.0,0.0,0.0,Manuel Sanchez
Robert Sánchez,ESP,GK,Brighton,Premier League,22.0,1997.0,27.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Robert Sanchez
Jadon Sancho,ENG,FWMF,Dortmund,Bundesliga,20.0,2000.0,22.9,16.0,11,4.0,7.0,5.0,8.0,19.0,42.1,11.0,255.0,93.0,36.5,39.0,104.0,112.0,38.0,1.0,0.0,37.0,14,30.0,8.0,0.0,Jadon Sancho
Alex Sandro,BRA,DF,Juventus,Serie A,29.0,1991.0,20.6,41.0,28,22.0,12.0,7.0,14.0,26.0,53.8,12.0,188.0,76.0,40.4,85.0,72.0,31.0,37.0,5.0,0.0,32.0,23,64.0,51.0,0.0,Alex Sandro
Leroy Sané,GER,FWMF,Bayern Munich,Bundesliga,24.0,1996.0,20.1,31.0,21,7.0,9.0,15.0,7.0,27.0,25.9,20.0,392.0,140.0,35.7,77.0,163.0,152.0,32.0,0.0,0.0,32.0,12,43.0,5.0,0.0,Leroy Sane
Salif Sané,SEN,DF,Schalke 04,Bundesliga,29.0,1990.0,11.9,16.0,7,11.0,4.0,1.0,6.0,16.0,37.5,10.0,101.0,36.0,35.6,62.0,34.0,5.0,39.0,16.0,0.0,23.0,18,34.0,84.0,0.0,Salif Sane
Oier Sanjurjo,ESP,MF,Osasuna,La Liga,34.0,1986.0,23.2,47.0,32,11.0,29.0,7.0,11.0,57.0,19.3,46.0,444.0,128.0,28.8,88.0,285.0,71.0,33.0,8.0,1.0,25.0,26,73.0,57.0,1.0,Oier Sanjurjo
Mohamed Sankoh,NED,FW,Stuttgart,Bundesliga,16.0,2003.0,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,9.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,Mohamed Sankoh
Siriki Sanogo,CIV,MF,Benevento,Serie A,18.0,2001.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Siriki Sanogo
Morgan Sanson,FRA,MF,Marseille,Ligue 1,25.0,1994.0,9.2,27.0,19,8.0,15.0,4.0,6.0,30.0,20.0,24.0,253.0,76.0,30.0,78.0,115.0,60.0,17.0,0.0,0.0,17.0,12,39.0,5.0,0.0,Morgan Sanson
Morgan Sanson,FRA,MF,Aston Villa,Premier League,25.0,1994.0,3.3,6.0,5,5.0,1.0,0.0,0.0,5.0,0.0,5.0,103.0,34.0,33.0,30.0,48.0,25.0,4.0,0.0,0.0,4.0,7,13.0,4.0,0.0,Morgan Sanson
Nicola Sansone,ITA,FWMF,Bologna,Serie A,28.0,1991.0,13.0,25.0,14,11.0,9.0,5.0,12.0,29.0,41.4,17.0,253.0,70.0,27.7,69.0,126.0,58.0,21.0,2.0,0.0,19.0,9,34.0,11.0,1.0,Nicola Sansone
Baptiste Santamaria,FRA,MF,Angers,Ligue 1,25.0,1995.0,3.0,10.0,6,3.0,7.0,0.0,4.0,10.0,40.0,6.0,52.0,24.0,46.2,16.0,31.0,5.0,6.0,0.0,0.0,6.0,2,12.0,9.0,0.0,Baptiste Santamaria
Baptiste Santamaria,FRA,MF,Freiburg,Bundesliga,25.0,1995.0,24.5,64.0,42,25.0,30.0,9.0,14.0,59.0,23.7,45.0,513.0,143.0,27.9,152.0,280.0,81.0,52.0,8.0,0.0,44.0,49,113.0,37.0,0.0,Baptiste Santamaria
Federico Santander,PAR,FW,Bologna,Serie A,29.0,1991.0,0.4,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,8.0,5.0,62.5,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Federico Santander
Davide Santon,ITA,DF,Roma,Serie A,29.0,1991.0,6.5,8.0,4,4.0,3.0,1.0,5.0,10.0,50.0,5.0,81.0,18.0,22.2,32.0,41.0,8.0,15.0,1.0,0.0,14.0,6,14.0,11.0,0.0,Davide Santon
Samir Santos,BRA,DF,Udinese,Serie A,25.0,1994.0,24.6,53.0,34,35.0,16.0,2.0,16.0,34.0,47.1,18.0,236.0,73.0,30.9,131.0,93.0,12.0,50.0,22.0,0.0,28.0,40,93.0,80.0,1.0,Samir Santos
Riccardo Saponara,ITA,FW,Fiorentina,Serie A,28.0,1991.0,0.6,1.0,1,0.0,1.0,0.0,1.0,3.0,33.3,2.0,10.0,2.0,20.0,1.0,6.0,3.0,1.0,0.0,0.0,1.0,0,1.0,0.0,0.0,Riccardo Saponara
Riccardo Saponara,ITA,FWMF,Spezia,Serie A,28.0,1991.0,4.3,4.0,2,1.0,2.0,1.0,2.0,4.0,50.0,2.0,28.0,6.0,21.4,8.0,8.0,12.0,2.0,0.0,0.0,2.0,3,7.0,2.0,0.0,Riccardo Saponara
Ivan Šaponjić,SRB,FW,Cádiz,La Liga,22.0,1997.0,4.3,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,80.0,11.0,13.8,8.0,47.0,25.0,2.0,0.0,0.0,2.0,3,3.0,3.0,0.0,Ivan Saponjic
Pablo Sarabia,ESP,FWMF,Paris S-G,Ligue 1,28.0,1992.0,14.7,20.0,12,6.0,10.0,4.0,11.0,33.0,33.3,22.0,223.0,63.0,28.3,35.0,91.0,97.0,17.0,1.0,0.0,16.0,4,24.0,8.0,0.0,Pablo Sarabia
Josh Sargent,USA,FWMF,Werder Bremen,Bundesliga,20.0,2000.0,27.8,36.0,28,13.0,16.0,7.0,8.0,34.0,23.5,26.0,549.0,158.0,28.8,97.0,264.0,188.0,51.0,6.0,0.0,45.0,20,56.0,35.0,0.0,Josh Sargent
Bouna Sarr,GUI,DF,Bayern Munich,Bundesliga,28.0,1992.0,5.0,14.0,9,6.0,5.0,3.0,2.0,4.0,50.0,2.0,70.0,19.0,27.1,22.0,37.0,11.0,3.0,0.0,0.0,3.0,4,18.0,14.0,1.0,Bouna Sarr
Bouna Sarr,GUI,DF,Marseille,Ligue 1,28.0,1992.0,0.8,2.0,1,0.0,0.0,2.0,1.0,1.0,100.0,0.0,13.0,6.0,46.2,3.0,4.0,6.0,2.0,1.0,0.0,1.0,1,3.0,2.0,0.0,Bouna Sarr
Sidy Sarr,SEN,MF,Nîmes,Ligue 1,24.0,1996.0,5.1,10.0,6,5.0,5.0,0.0,1.0,11.0,9.1,10.0,71.0,21.0,29.6,25.0,39.0,7.0,3.0,1.0,0.0,2.0,4,14.0,12.0,0.0,Sidy Sarr
Marco Sau,ITA,MFFW,Benevento,Serie A,32.0,1987.0,8.7,6.0,3,2.0,2.0,2.0,2.0,15.0,13.3,13.0,126.0,21.0,16.7,25.0,61.0,40.0,8.0,0.0,0.0,8.0,8,14.0,3.0,0.0,Marco Sau
Téji Savanier,FRA,MF,Montpellier,Ligue 1,28.0,1991.0,24.1,61.0,53,27.0,30.0,4.0,23.0,76.0,30.3,53.0,461.0,159.0,34.5,133.0,231.0,97.0,32.0,9.0,0.0,23.0,40,101.0,24.0,0.0,Teji Savanier
Stefan Savić,MNE,DF,Atlético Madrid,La Liga,29.0,1991.0,32.8,48.0,26,33.0,14.0,1.0,20.0,33.0,60.6,13.0,225.0,98.0,43.6,148.0,70.0,7.0,49.0,18.0,0.0,31.0,35,83.0,149.0,0.0,Stefan Savic
Romaine Sawyers,SKN,MF,West Brom,Premier League,28.0,1991.0,16.5,31.0,19,21.0,9.0,1.0,10.0,36.0,27.8,26.0,332.0,81.0,24.4,165.0,143.0,24.0,18.0,2.0,0.0,16.0,22,53.0,15.0,1.0,Romaine Sawyers
Gianluca Scamacca,ITA,FW,Genoa,Serie A,21.0,1999.0,15.0,20.0,11,6.0,7.0,7.0,7.0,20.0,35.0,13.0,230.0,59.0,25.7,27.0,103.0,100.0,14.0,4.0,0.0,10.0,8,28.0,15.0,0.0,Gianluca Scamacca
Dane Scarlett,ENG,FW,Tottenham,Premier League,16.0,2004.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Dane Scarlett
Fabian Schär,SUI,DF,Newcastle Utd,Premier League,28.0,1991.0,13.8,19.0,9,14.0,5.0,0.0,7.0,22.0,31.8,15.0,110.0,33.0,30.0,65.0,41.0,4.0,24.0,13.0,0.0,11.0,22,41.0,63.0,1.0,Fabian Schar
Aurélien Scheidler,FRA,FW,Dijon,Ligue 1,22.0,1998.0,3.8,4.0,1,0.0,4.0,0.0,0.0,1.0,0.0,1.0,42.0,4.0,9.5,1.0,20.0,21.0,1.0,0.0,0.0,1.0,0,4.0,5.0,0.0,Aurelien Scheidler
Nicolás Schiappacasse,URU,MF,Sassuolo,Serie A,21.0,1999.0,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,2.0,50.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Nicolas Schiappacasse
Pasquale Schiattarella,ITA,MF,Benevento,Serie A,33.0,1987.0,25.0,46.0,35,29.0,16.0,1.0,20.0,46.0,43.5,26.0,281.0,106.0,37.7,131.0,132.0,18.0,29.0,6.0,0.0,23.0,23,69.0,39.0,1.0,Pasquale Schiattarella
Patrik Schick,CZE,FW,Leverkusen,Bundesliga,24.0,1996.0,20.7,14.0,8,1.0,7.0,6.0,1.0,7.0,14.3,6.0,229.0,60.0,26.2,5.0,88.0,136.0,10.0,6.0,0.0,4.0,2,16.0,17.0,0.0,Patrik Schick
Sven Schipplock,GER,FWMF,Arminia,Bundesliga,31.0,1988.0,8.3,12.0,8,2.0,6.0,4.0,2.0,29.0,6.9,27.0,333.0,78.0,23.4,45.0,176.0,112.0,13.0,3.0,0.0,10.0,3,15.0,13.0,0.0,Sven Schipplock
Xaver Schlager,AUT,MF,Wolfsburg,Bundesliga,22.0,1997.0,29.2,90.0,61,28.0,52.0,10.0,23.0,71.0,32.4,48.0,604.0,214.0,35.4,162.0,324.0,118.0,53.0,8.0,0.0,45.0,47,137.0,53.0,0.0,Xaver Schlager
Keven Schlotterbeck,GER,DF,Freiburg,Bundesliga,23.0,1997.0,18.4,25.0,12,11.0,14.0,0.0,6.0,25.0,24.0,19.0,178.0,55.0,30.9,100.0,69.0,9.0,33.0,20.0,0.0,13.0,29,54.0,111.0,1.0,Keven Schlotterbeck
Nico Schlotterbeck,GER,DF,Union Berlin,Bundesliga,20.0,1999.0,14.3,34.0,20,15.0,16.0,3.0,11.0,21.0,52.4,10.0,180.0,63.0,35.0,84.0,86.0,10.0,20.0,5.0,0.0,15.0,37,71.0,65.0,1.0,Nico Schlotterbeck
Jeffrey Schlupp,GHA,MF,Crystal Palace,Premier League,27.0,1992.0,15.9,37.0,20,17.0,13.0,7.0,8.0,24.0,33.3,16.0,247.0,68.0,27.5,87.0,114.0,46.0,35.0,8.0,0.0,27.0,21,58.0,15.0,1.0,Jeffrey Schlupp
Kasper Schmeichel,DEN,GK,Leicester City,Premier League,33.0,1986.0,38.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Kasper Schmeichel
Jonathan Schmid,FRA,DFMF,Freiburg,Bundesliga,30.0,1990.0,26.6,37.0,27,15.0,15.0,7.0,9.0,28.0,32.1,19.0,309.0,94.0,30.4,108.0,134.0,67.0,55.0,13.0,0.0,42.0,22,59.0,50.0,0.0,Jonathan Schmid
Romano Schmid,AUT,FWMF,Werder Bremen,Bundesliga,20.0,2000.0,13.1,27.0,20,11.0,8.0,8.0,9.0,34.0,26.5,25.0,345.0,76.0,22.0,87.0,168.0,90.0,26.0,1.0,0.0,25.0,16,43.0,4.0,0.0,Romano Schmid
Benno Schmitz,GER,DF,Köln,Bundesliga,25.0,1994.0,4.6,13.0,6,7.0,6.0,0.0,5.0,11.0,45.5,6.0,86.0,30.0,34.9,34.0,27.0,25.0,6.0,4.0,0.0,2.0,8,21.0,17.0,0.0,Benno Schmitz
Morgan Schneiderlin,FRA,MF,Nice,Ligue 1,30.0,1989.0,24.4,53.0,38,24.0,25.0,4.0,15.0,49.0,30.6,34.0,420.0,122.0,29.0,148.0,235.0,37.0,39.0,13.0,0.0,26.0,36,89.0,60.0,0.0,Morgan Schneiderlin
Alessandro Schöpf,AUT,FWMF,Schalke 04,Bundesliga,26.0,1994.0,10.5,15.0,12,6.0,9.0,0.0,5.0,15.0,33.3,10.0,212.0,63.0,29.7,67.0,98.0,47.0,21.0,1.0,0.0,20.0,7,22.0,5.0,0.0,Alessandro Schopf
Jerdy Schouten,NED,MF,Bologna,Serie A,23.0,1997.0,27.9,50.0,40,19.0,30.0,1.0,10.0,31.0,32.3,21.0,434.0,132.0,30.4,168.0,207.0,59.0,51.0,14.0,1.0,37.0,79,129.0,45.0,2.0,Jerdy Schouten
Nico Schulz,GER,DF,Dortmund,Bundesliga,27.0,1993.0,6.8,10.0,9,4.0,3.0,3.0,0.0,12.0,0.0,12.0,90.0,33.0,36.7,28.0,37.0,25.0,11.0,4.0,0.0,7.0,14,24.0,20.0,0.0,Nico Schulz
Alexander Schwolow,GER,GK,Hertha BSC,Bundesliga,28.0,1992.0,26.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,2.0,66.7,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,3.0,1.0,Alexander Schwolow
Christopher Scott,GER,FWMF,Bayern Munich,Bundesliga,18.0,2002.0,0.4,2.0,1,0.0,1.0,1.0,0.0,0.0,,0.0,4.0,2.0,50.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0,2.0,0.0,0.0,Christopher Scott
Matteo Scozzarella,ITA,MF,Parma,Serie A,32.0,1988.0,1.7,3.0,1,2.0,1.0,0.0,2.0,3.0,66.7,1.0,18.0,5.0,27.8,5.0,12.0,1.0,5.0,1.0,0.0,4.0,6,9.0,1.0,0.0,Matteo Scozzarella
Simone Scuffet,ITA,GK,Udinese,Serie A,24.0,1996.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Simone Scuffet
Jacopo Segre,ITA,MF,Torino,Serie A,23.0,1997.0,2.1,6.0,5,3.0,2.0,1.0,2.0,5.0,40.0,3.0,27.0,11.0,40.7,10.0,14.0,3.0,1.0,0.0,0.0,1.0,0,6.0,1.0,0.0,Jacopo Segre
Davie Selke,GER,FW,Werder Bremen,Bundesliga,25.0,1995.0,9.0,3.0,2,1.0,0.0,2.0,1.0,5.0,20.0,4.0,180.0,48.0,26.7,14.0,81.0,85.0,5.0,1.0,0.0,4.0,2,5.0,6.0,0.0,Davie Selke
Malik Sellouki,FRA,FWMF,Nice,Ligue 1,20.0,2000.0,0.7,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,19.0,5.0,26.3,2.0,6.0,11.0,2.0,0.0,0.0,2.0,2,2.0,0.0,0.0,Malik Sellouki
Matz Sels,BEL,GK,Strasbourg,Ligue 1,28.0,1992.0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,Matz Sels
Nélson Semedo,POR,DF,Wolves,Premier League,26.0,1993.0,33.1,85.0,53,55.0,19.0,11.0,39.0,70.0,55.7,31.0,552.0,164.0,29.7,271.0,185.0,96.0,54.0,12.0,0.0,42.0,45,130.0,89.0,0.0,Nelson Semedo
Léo Sena,BRA,MF,Spezia,Serie A,24.0,1995.0,9.8,24.0,15,10.0,9.0,5.0,9.0,24.0,37.5,15.0,159.0,54.0,34.0,50.0,80.0,29.0,24.0,4.0,0.0,20.0,13,37.0,8.0,0.0,Leo Sena
Stefano Sensi,ITA,MF,Inter,Serie A,24.0,1995.0,6.7,13.0,10,6.0,5.0,2.0,3.0,9.0,33.3,6.0,121.0,30.0,24.8,42.0,49.0,30.0,5.0,1.0,0.0,4.0,10,23.0,2.0,1.0,Stefano Sensi
Jaime Seoane,ESP,MF,Huesca,La Liga,23.0,1997.0,22.9,56.0,38,24.0,26.0,6.0,23.0,67.0,34.3,44.0,536.0,132.0,24.6,176.0,279.0,81.0,35.0,8.0,0.0,27.0,19,75.0,24.0,0.0,Jaime Seoane
Luigi Sepe,ITA,GK,Parma,Serie A,29.0,1991.0,36.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Luigi Sepe
Suat Serdar,GER,MF,Schalke 04,Bundesliga,23.0,1997.0,21.7,58.0,36,15.0,36.0,7.0,15.0,43.0,34.9,28.0,353.0,111.0,31.4,104.0,199.0,50.0,39.0,6.0,0.0,33.0,23,81.0,26.0,1.0,Suat Serdar
Jean Seri,CIV,MF,Bordeaux,Ligue 1,29.0,1991.0,7.9,20.0,11,6.0,11.0,3.0,9.0,21.0,42.9,12.0,170.0,53.0,31.2,49.0,105.0,16.0,9.0,2.0,0.0,7.0,8,28.0,14.0,0.0,Jean Seri
Femi Seriki,ENG,DF,Sheffield Utd,Premier League,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Femi Seriki
Ryan Sessegnon,ENG,DF,Hoffenheim,Bundesliga,20.0,2000.0,17.5,47.0,25,28.0,10.0,9.0,14.0,39.0,35.9,25.0,316.0,97.0,30.7,125.0,128.0,63.0,45.0,3.0,0.0,42.0,20,67.0,47.0,0.0,Ryan Sessegnon
Nils Seufert,GER,MFFW,Arminia,Bundesliga,23.0,1997.0,3.8,11.0,8,0.0,7.0,4.0,2.0,10.0,20.0,8.0,87.0,20.0,23.0,14.0,47.0,26.0,4.0,1.0,0.0,3.0,2,13.0,6.0,0.0,Nils Seufert
Edgar Sevikyan,RUS,MF,Levante,La Liga,18.0,2001.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Edgar Sevikyan
Stephan El Shaarawy,ITA,FWMF,Roma,Serie A,27.0,1992.0,6.4,5.0,2,2.0,3.0,0.0,2.0,5.0,40.0,3.0,86.0,13.0,15.1,15.0,39.0,32.0,6.0,1.0,0.0,5.0,5,10.0,2.0,0.0,Stephan El Shaarawy
Jamie Shackleton,ENG,MFDF,Leeds United,Premier League,20.0,1999.0,5.1,8.0,5,4.0,4.0,0.0,1.0,8.0,12.5,7.0,74.0,18.0,24.3,21.0,37.0,16.0,7.0,1.0,0.0,6.0,6,14.0,5.0,0.0,Jamie Shackleton
Xherdan Shaqiri,SUI,MFFW,Liverpool,Premier League,28.0,1991.0,6.2,6.0,4,4.0,1.0,1.0,2.0,6.0,33.3,4.0,100.0,33.0,33.0,22.0,36.0,42.0,8.0,0.0,0.0,8.0,4,10.0,1.0,0.0,Xherdan Shaqiri
Billy Sharp,ENG,FW,Sheffield Utd,Premier League,34.0,1986.0,8.2,7.0,5,0.0,5.0,2.0,3.0,10.0,30.0,7.0,145.0,34.0,23.4,13.0,63.0,69.0,2.0,0.0,0.0,2.0,3,10.0,1.0,0.0,Billy Sharp
Luke Shaw,ENG,DF,Manchester Utd,Premier League,25.0,1995.0,29.5,61.0,44,29.0,22.0,10.0,24.0,42.0,57.1,18.0,363.0,138.0,38.0,129.0,151.0,83.0,62.0,10.0,0.0,52.0,29,90.0,54.0,2.0,Luke Shaw
Jonjo Shelvey,ENG,MF,Newcastle Utd,Premier League,28.0,1992.0,29.1,48.0,25,26.0,18.0,4.0,12.0,51.0,23.5,39.0,387.0,76.0,19.6,165.0,170.0,52.0,35.0,12.0,1.0,23.0,43,91.0,67.0,0.0,Jonjo Shelvey
Eldor Shomurodov,UZB,FW,Genoa,Serie A,25.0,1995.0,18.6,29.0,17,8.0,13.0,8.0,4.0,19.0,21.1,15.0,390.0,109.0,27.9,46.0,191.0,153.0,19.0,2.0,0.0,17.0,7,36.0,13.0,0.0,Eldor Shomurodov
Shola Shoretire,ENG,FW,Manchester Utd,Premier League,16.0,2004.0,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,11.0,3.0,27.3,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Shola Shoretire
Mahame Siby,FRA,MFFW,Strasbourg,Ligue 1,24.0,1996.0,0.2,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Mahame Siby
Abdoulaye Sidibé,FRA,MF,Saint-Étienne,Ligue 1,18.0,2002.0,0.1,1.0,1,1.0,0.0,0.0,1.0,3.0,33.3,2.0,8.0,2.0,25.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Abdoulaye Sidibe
Djibril Sidibé,FRA,DF,Monaco,Ligue 1,28.0,1992.0,22.0,63.0,36,31.0,26.0,6.0,32.0,50.0,64.0,18.0,237.0,92.0,38.8,101.0,102.0,34.0,30.0,5.0,0.0,25.0,46,109.0,63.0,2.0,Djibril Sidibe
Sidnei,BRA,DF,Betis,La Liga,30.0,1989.0,7.7,12.0,4,8.0,4.0,0.0,3.0,10.0,30.0,7.0,64.0,16.0,25.0,36.0,25.0,3.0,10.0,4.0,0.0,6.0,10,22.0,39.0,0.0,Sidnei
Kaj Sierhuis,NED,FW,Reims,Ligue 1,22.0,1998.0,7.2,4.0,1,0.0,2.0,2.0,0.0,6.0,0.0,6.0,115.0,33.0,28.7,9.0,50.0,56.0,2.0,2.0,0.0,0.0,2,6.0,5.0,0.0,Kaj Sierhuis
Tim Siersleben,GER,DF,Wolfsburg,Bundesliga,20.0,2000.0,0.4,2.0,0,2.0,0.0,0.0,1.0,2.0,50.0,1.0,4.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1,3.0,4.0,0.0,Tim Siersleben
Gylfi Sigurðsson,ISL,MF,Everton,Premier League,30.0,1989.0,25.0,35.0,21,10.0,18.0,7.0,11.0,39.0,28.2,28.0,476.0,114.0,23.9,120.0,244.0,112.0,48.0,4.0,0.0,44.0,31,66.0,21.0,0.0,Gylfi Sigurdsson
Luca Siligardi,ITA,MF,Crotone,Serie A,32.0,1988.0,0.5,2.0,2,0.0,1.0,1.0,1.0,5.0,20.0,4.0,15.0,5.0,33.3,3.0,8.0,4.0,1.0,0.0,0.0,1.0,0,2.0,0.0,0.0,Luca Siligardi
Luca Siligardi,ITA,FW,Parma,Serie A,32.0,1988.0,0.4,1.0,1,1.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0,1.0,16.7,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,Luca Siligardi
Adrien Silva,POR,MF,Sampdoria,Serie A,31.0,1989.0,17.8,49.0,26,25.0,22.0,2.0,13.0,45.0,28.9,32.0,498.0,142.0,28.5,166.0,255.0,77.0,39.0,3.0,0.0,36.0,34,83.0,14.0,0.0,Adrien Silva
